"","experiment","site","year","treatment name","managementInformation","value"
"428","IREE_legume","multiple",2015,"corn_7","Tillage type",NA
"429","IREE_legume","multiple",2015,"corn_8","Tillage type",NA
"430","IREE_legume","multiple",2015,"corn_9","Tillage type",NA
"431","IREE_legume","multiple",2015,"corn_10","Tillage type",NA
"432","IREE_legume","multiple",2015,"corn_6","Tillage date",NA
"433","IREE_legume","multiple",2015,"corn_7","Tillage date",NA
"434","IREE_legume","multiple",2015,"corn_8","Tillage date",NA
"435","IREE_legume","multiple",2015,"corn_9","Tillage date",NA
"436","IREE_legume","multiple",2015,"corn_10","Tillage date",NA
"437","IREE_legume","multiple",2015,"corn_6","N fertilizer type",NA
"438","IREE_legume","multiple",2015,"corn_7","N fertilizer type",NA
"439","IREE_legume","multiple",2015,"corn_8","N fertilizer type",NA
"440","IREE_legume","multiple",2015,"corn_9","N fertilizer type",NA
"441","IREE_legume","multiple",2015,"corn_10","N fertilizer type",NA
"442","IREE_legume","multiple",2015,"corn_6","N fertilizer application date",NA
"443","IREE_legume","multiple",2015,"corn_7","N fertilizer application date",NA
"444","IREE_legume","multiple",2015,"corn_8","N fertilizer application date",NA
"445","IREE_legume","multiple",2015,"corn_9","N fertilizer application date",NA
"446","IREE_legume","multiple",2015,"corn_10","N fertilizer application date",NA
"447","IREE_legume","multiple",2015,"corn_6","N fertilizer rate","0"
"448","IREE_legume","multiple",2015,"corn_7","N fertilizer rate","80"
"449","IREE_legume","multiple",2015,"corn_8","N fertilizer rate","120"
"450","IREE_legume","multiple",2015,"corn_9","N fertilizer rate","160"
"451","IREE_legume","multiple",2015,"corn_10","N fertilizer rate","200"
"452","IREE_legume","multiple",2015,"corn_6","Stand age",NA
"453","IREE_legume","multiple",2015,"corn_7","Stand age",NA
"454","IREE_legume","multiple",2015,"corn_8","Stand age",NA
"455","IREE_legume","multiple",2015,"corn_9","Stand age",NA
"456","IREE_legume","multiple",2015,"corn_10","Stand age",NA
"457","ncas","rosemount",2022,"2022_000","Planting date","2022-08-25"
"458","ncas","rosemount",2022,"2022_080","Planting date","2022-08-25"
"459","ncas","rosemount",2022,"2022_160","Planting date","2022-08-25"
"460","ncas","rosemount",2022,"2023_000","Planting date","2022-05-10"
"461","ncas","rosemount",2022,"2023_080","Planting date","2022-05-10"
"462","ncas","rosemount",2022,"2023_160","Planting date","2022-05-10"
"463","ncas","rosemount",2022,"2024_000","Planting date","2022-05-23"
"464","ncas","rosemount",2022,"2024_080","Planting date","2022-05-23"
"465","ncas","rosemount",2022,"2024_160","Planting date","2022-05-23"
"466","ncas","rosemount",2022,"2022_000","Crop type","iwg"
"467","ncas","rosemount",2022,"2022_080","Crop type","iwg"
"468","ncas","rosemount",2022,"2022_160","Crop type","iwg"
"469","ncas","rosemount",2022,"2023_000","Crop type","corn"
"470","ncas","rosemount",2022,"2023_080","Crop type","corn"
"471","ncas","rosemount",2022,"2023_160","Crop type","corn"
"472","ncas","rosemount",2022,"2024_000","Crop type","soy"
"473","ncas","rosemount",2022,"2024_080","Crop type","soy"
"474","ncas","rosemount",2022,"2024_160","Crop type","soy"
"475","ncas","rosemount",2022,"2022_000","Seed harvesting date",""
"476","ncas","rosemount",2022,"2022_080","Seed harvesting date",""
"477","ncas","rosemount",2022,"2022_160","Seed harvesting date",""
"478","ncas","rosemount",2022,"2023_000","Seed harvesting date","2022-10-20"
"479","ncas","rosemount",2022,"2023_080","Seed harvesting date","2022-10-20"
"480","ncas","rosemount",2022,"2023_160","Seed harvesting date","2022-10-20"
"481","ncas","rosemount",2022,"2024_000","Seed harvesting date","2022-10-10"
"482","ncas","rosemount",2022,"2024_080","Seed harvesting date","2022-10-10"
"483","ncas","rosemount",2022,"2024_160","Seed harvesting date","2022-10-10"
"484","ncas","rosemount",2022,"2022_000","Straw harvesting date",""
"485","ncas","rosemount",2022,"2022_080","Straw harvesting date",""
"486","ncas","rosemount",2022,"2022_160","Straw harvesting date",""
"487","ncas","rosemount",2022,"2023_000","Straw harvesting date",""
"488","ncas","rosemount",2022,"2023_080","Straw harvesting date",""
"489","ncas","rosemount",2022,"2023_160","Straw harvesting date",""
"490","ncas","rosemount",2022,"2024_000","Straw harvesting date",""
"491","ncas","rosemount",2022,"2024_080","Straw harvesting date",""
"492","ncas","rosemount",2022,"2024_160","Straw harvesting date",""
"493","ncas","rosemount",2022,"2022_000","Hay harvesting date",""
"494","ncas","rosemount",2022,"2022_080","Hay harvesting date",""
"495","ncas","rosemount",2022,"2022_160","Hay harvesting date",""
"496","ncas","rosemount",2022,"2023_000","Hay harvesting date",""
"497","ncas","rosemount",2022,"2023_080","Hay harvesting date",""
"498","ncas","rosemount",2022,"2023_160","Hay harvesting date",""
"499","ncas","rosemount",2022,"2024_000","Hay harvesting date",""
"500","ncas","rosemount",2022,"2024_080","Hay harvesting date",""
"501","ncas","rosemount",2022,"2024_160","Hay harvesting date",""
"502","ncas","rosemount",2022,"2022_000","Root harvesting date",""
"503","ncas","rosemount",2022,"2022_080","Root harvesting date",""
"504","ncas","rosemount",2022,"2022_160","Root harvesting date",""
"505","ncas","rosemount",2022,"2023_000","Root harvesting date",""
"506","ncas","rosemount",2022,"2023_080","Root harvesting date",""
"507","ncas","rosemount",2022,"2023_160","Root harvesting date",""
"508","ncas","rosemount",2022,"2024_000","Root harvesting date",""
"509","ncas","rosemount",2022,"2024_080","Root harvesting date",""
"510","ncas","rosemount",2022,"2024_160","Root harvesting date",""
"511","ncas","rosemount",2022,"2022_000","Tillage type",""
"512","ncas","rosemount",2022,"2022_080","Tillage type",""
"513","ncas","rosemount",2022,"2022_160","Tillage type",""
"514","ncas","rosemount",2022,"2023_000","Tillage type",""
"515","ncas","rosemount",2022,"2023_080","Tillage type",""
"516","ncas","rosemount",2022,"2023_160","Tillage type",""
"517","ncas","rosemount",2022,"2024_000","Tillage type",""
"518","ncas","rosemount",2022,"2024_080","Tillage type",""
"519","ncas","rosemount",2022,"2024_160","Tillage type",""
"520","ncas","rosemount",2022,"2022_000","Tillage date",""
"521","ncas","rosemount",2022,"2022_080","Tillage date",""
"522","ncas","rosemount",2022,"2022_160","Tillage date",""
"523","ncas","rosemount",2022,"2023_000","Tillage date",""
"524","ncas","rosemount",2022,"2023_080","Tillage date",""
"525","ncas","rosemount",2022,"2023_160","Tillage date",""
"526","ncas","rosemount",2022,"2024_000","Tillage date",""
"527","ncas","rosemount",2022,"2024_080","Tillage date",""
"528","ncas","rosemount",2022,"2024_160","Tillage date",""
"529","ncas","rosemount",2022,"2022_000","N fertilizer type",""
"530","ncas","rosemount",2022,"2022_080","N fertilizer type",""
"531","ncas","rosemount",2022,"2022_160","N fertilizer type",""
"532","ncas","rosemount",2022,"2023_000","N fertilizer type","urea"
"533","ncas","rosemount",2022,"2023_080","N fertilizer type","urea"
"534","ncas","rosemount",2022,"2023_160","N fertilizer type","urea"
"535","ncas","rosemount",2022,"2024_000","N fertilizer type",""
"536","ncas","rosemount",2022,"2024_080","N fertilizer type",""
"537","ncas","rosemount",2022,"2024_160","N fertilizer type",""
"538","ncas","rosemount",2022,"2022_000","N fertilizer application date",""
"539","ncas","rosemount",2022,"2022_080","N fertilizer application date",""
"540","ncas","rosemount",2022,"2022_160","N fertilizer application date",""
"541","ncas","rosemount",2022,"2023_000","N fertilizer application date","2022-06-24"
"542","ncas","rosemount",2022,"2023_080","N fertilizer application date","2022-06-24"
"543","ncas","rosemount",2022,"2023_160","N fertilizer application date","2022-06-24"
"544","ncas","rosemount",2022,"2024_000","N fertilizer application date",""
"545","ncas","rosemount",2022,"2024_080","N fertilizer application date",""
"546","ncas","rosemount",2022,"2024_160","N fertilizer application date",""
"547","ncas","rosemount",2022,"2022_000","N fertilizer rate",""
"548","ncas","rosemount",2022,"2022_080","N fertilizer rate",""
"549","ncas","rosemount",2022,"2022_160","N fertilizer rate",""
"550","ncas","rosemount",2022,"2023_000","N fertilizer rate","180"
"551","ncas","rosemount",2022,"2023_080","N fertilizer rate","180"
"552","ncas","rosemount",2022,"2023_160","N fertilizer rate","180"
"553","ncas","rosemount",2022,"2024_000","N fertilizer rate",""
"554","ncas","rosemount",2022,"2024_080","N fertilizer rate",""
"555","ncas","rosemount",2022,"2024_160","N fertilizer rate",""
"556","ncas","rosemount",2022,"2022_000","Stand age",""
"557","ncas","rosemount",2022,"2022_080","Stand age",""
"558","ncas","rosemount",2022,"2022_160","Stand age",""
"559","ncas","rosemount",2022,"2023_000","Stand age",""
"560","ncas","rosemount",2022,"2023_080","Stand age",""
"561","ncas","rosemount",2022,"2023_160","Stand age",""
"562","ncas","rosemount",2022,"2024_000","Stand age",""
"563","ncas","rosemount",2022,"2024_080","Stand age",""
"564","ncas","rosemount",2022,"2024_160","Stand age",""
"565","ncas","rosemount",2023,"2022_000","Planting date","2022-08-25"
"566","ncas","rosemount",2023,"2022_080","Planting date","2022-08-25"
"567","ncas","rosemount",2023,"2022_160","Planting date","2022-08-25"
"568","ncas","rosemount",2023,"2023_000","Planting date","2023-09-12"
"569","ncas","rosemount",2023,"2023_080","Planting date","2023-09-12"
"570","ncas","rosemount",2023,"2023_160","Planting date","2023-09-12"
"571","ncas","rosemount",2023,"2024_000","Planting date",""
"572","ncas","rosemount",2023,"2024_080","Planting date",""
"573","ncas","rosemount",2023,"2024_160","Planting date",""
"574","ncas","rosemount",2023,"2022_000","Crop type","iwg"
"575","ncas","rosemount",2023,"2022_080","Crop type","iwg"
"576","ncas","rosemount",2023,"2022_160","Crop type","iwg"
"577","ncas","rosemount",2023,"2023_000","Crop type","iwg"
"578","ncas","rosemount",2023,"2023_080","Crop type","iwg"
"579","ncas","rosemount",2023,"2023_160","Crop type","iwg"
"580","ncas","rosemount",2023,"2024_000","Crop type","corn"
"581","ncas","rosemount",2023,"2024_080","Crop type","corn"
"582","ncas","rosemount",2023,"2024_160","Crop type","corn"
"583","ncas","rosemount",2023,"2022_000","Seed harvesting date","2023-07-28"
"584","ncas","rosemount",2023,"2022_080","Seed harvesting date","2023-07-28"
"585","ncas","rosemount",2023,"2022_160","Seed harvesting date","2023-07-28"
"586","ncas","rosemount",2023,"2023_000","Seed harvesting date",""
"587","ncas","rosemount",2023,"2023_080","Seed harvesting date",""
"588","ncas","rosemount",2023,"2023_160","Seed harvesting date",""
"589","ncas","rosemount",2023,"2024_000","Seed harvesting date",""
"590","ncas","rosemount",2023,"2024_080","Seed harvesting date",""
"591","ncas","rosemount",2023,"2024_160","Seed harvesting date",""
"592","ncas","rosemount",2023,"2022_000","Straw harvesting date",""
"593","ncas","rosemount",2023,"2022_080","Straw harvesting date",""
"594","ncas","rosemount",2023,"2022_160","Straw harvesting date",""
"595","ncas","rosemount",2023,"2023_000","Straw harvesting date",""
"596","ncas","rosemount",2023,"2023_080","Straw harvesting date",""
"597","ncas","rosemount",2023,"2023_160","Straw harvesting date",""
"598","ncas","rosemount",2023,"2024_000","Straw harvesting date",""
"599","ncas","rosemount",2023,"2024_080","Straw harvesting date",""
"600","ncas","rosemount",2023,"2024_160","Straw harvesting date",""
"601","ncas","rosemount",2023,"2022_000","Hay harvesting date",""
"602","ncas","rosemount",2023,"2022_080","Hay harvesting date",""
"603","ncas","rosemount",2023,"2022_160","Hay harvesting date",""
"604","ncas","rosemount",2023,"2023_000","Hay harvesting date",""
"605","ncas","rosemount",2023,"2023_080","Hay harvesting date",""
"606","ncas","rosemount",2023,"2023_160","Hay harvesting date",""
"607","ncas","rosemount",2023,"2024_000","Hay harvesting date",""
"608","ncas","rosemount",2023,"2024_080","Hay harvesting date",""
"609","ncas","rosemount",2023,"2024_160","Hay harvesting date",""
"610","ncas","rosemount",2023,"2022_000","Root harvesting date",""
"611","ncas","rosemount",2023,"2022_080","Root harvesting date",""
"612","ncas","rosemount",2023,"2022_160","Root harvesting date",""
"613","ncas","rosemount",2023,"2023_000","Root harvesting date",""
"614","ncas","rosemount",2023,"2023_080","Root harvesting date",""
"615","ncas","rosemount",2023,"2023_160","Root harvesting date",""
"616","ncas","rosemount",2023,"2024_000","Root harvesting date",""
"617","ncas","rosemount",2023,"2024_080","Root harvesting date",""
"618","ncas","rosemount",2023,"2024_160","Root harvesting date",""
"619","ncas","rosemount",2023,"2022_000","Tillage type",""
"620","ncas","rosemount",2023,"2022_080","Tillage type",""
"621","ncas","rosemount",2023,"2022_160","Tillage type",""
"622","ncas","rosemount",2023,"2023_000","Tillage type",""
"623","ncas","rosemount",2023,"2023_080","Tillage type",""
"624","ncas","rosemount",2023,"2023_160","Tillage type",""
"625","ncas","rosemount",2023,"2024_000","Tillage type",""
"626","ncas","rosemount",2023,"2024_080","Tillage type",""
"627","ncas","rosemount",2023,"2024_160","Tillage type",""
"628","ncas","rosemount",2023,"2022_000","Tillage date",""
"629","ncas","rosemount",2023,"2022_080","Tillage date",""
"630","ncas","rosemount",2023,"2022_160","Tillage date",""
"631","ncas","rosemount",2023,"2023_000","Tillage date",""
"632","ncas","rosemount",2023,"2023_080","Tillage date",""
"633","ncas","rosemount",2023,"2023_160","Tillage date",""
"634","ncas","rosemount",2023,"2024_000","Tillage date",""
"635","ncas","rosemount",2023,"2024_080","Tillage date",""
"636","ncas","rosemount",2023,"2024_160","Tillage date",""
"637","ncas","rosemount",2023,"2022_000","N fertilizer type","urea"
"638","ncas","rosemount",2023,"2022_080","N fertilizer type","urea"
"639","ncas","rosemount",2023,"2022_160","N fertilizer type","urea"
"640","ncas","rosemount",2023,"2023_000","N fertilizer type",""
"641","ncas","rosemount",2023,"2023_080","N fertilizer type",""
"642","ncas","rosemount",2023,"2023_160","N fertilizer type",""
"643","ncas","rosemount",2023,"2024_000","N fertilizer type","urea"
"644","ncas","rosemount",2023,"2024_080","N fertilizer type","urea"
"645","ncas","rosemount",2023,"2024_160","N fertilizer type","urea"
"646","ncas","rosemount",2023,"2022_000","N fertilizer application date","2023-04-18"
"647","ncas","rosemount",2023,"2022_080","N fertilizer application date","2023-04-18"
"648","ncas","rosemount",2023,"2022_160","N fertilizer application date","2023-04-18"
"649","ncas","rosemount",2023,"2023_000","N fertilizer application date",""
"650","ncas","rosemount",2023,"2023_080","N fertilizer application date",""
"651","ncas","rosemount",2023,"2023_160","N fertilizer application date",""
"652","ncas","rosemount",2023,"2024_000","N fertilizer application date","2023-06-23"
"653","ncas","rosemount",2023,"2024_080","N fertilizer application date","2023-06-23"
"654","ncas","rosemount",2023,"2024_160","N fertilizer application date","2023-06-23"
"655","ncas","rosemount",2023,"2022_000","N fertilizer rate","0"
"656","ncas","rosemount",2023,"2022_080","N fertilizer rate","80"
"657","ncas","rosemount",2023,"2022_160","N fertilizer rate","160"
"658","ncas","rosemount",2023,"2023_000","N fertilizer rate",""
"659","ncas","rosemount",2023,"2023_080","N fertilizer rate",""
"660","ncas","rosemount",2023,"2023_160","N fertilizer rate",""
"661","ncas","rosemount",2023,"2024_000","N fertilizer rate","180"
"662","ncas","rosemount",2023,"2024_080","N fertilizer rate","180"
"663","ncas","rosemount",2023,"2024_160","N fertilizer rate","180"
"664","ncas","rosemount",2023,"2022_000","Stand age","1"
"665","ncas","rosemount",2023,"2022_080","Stand age","1"
"666","ncas","rosemount",2023,"2022_160","Stand age","1"
"667","ncas","rosemount",2023,"2023_000","Stand age",""
"668","ncas","rosemount",2023,"2023_080","Stand age",""
"669","ncas","rosemount",2023,"2023_160","Stand age",""
"670","ncas","rosemount",2023,"2024_000","Stand age",""
"671","ncas","rosemount",2023,"2024_080","Stand age",""
"672","ncas","rosemount",2023,"2024_160","Stand age",""
"673","ncas","rosemount",2024,"2022_000","Planting date","2022-08-25"
"674","ncas","rosemount",2024,"2022_080","Planting date","2022-08-25"
"675","ncas","rosemount",2024,"2022_160","Planting date","2022-08-25"
"676","ncas","rosemount",2024,"2023_000","Planting date",""
"677","ncas","rosemount",2024,"2023_080","Planting date",""
"678","ncas","rosemount",2024,"2023_160","Planting date",""
"679","ncas","rosemount",2024,"2024_000","Planting date","2024-09-04"
"680","ncas","rosemount",2024,"2024_080","Planting date","2024-09-04"
"681","ncas","rosemount",2024,"2024_160","Planting date","2024-09-04"
"682","ncas","rosemount",2024,"2022_000","Crop type","iwg"
"683","ncas","rosemount",2024,"2022_080","Crop type","iwg"
"684","ncas","rosemount",2024,"2022_160","Crop type","iwg"
"685","ncas","rosemount",2024,"2023_000","Crop type","iwg"
"686","ncas","rosemount",2024,"2023_080","Crop type","iwg"
"687","ncas","rosemount",2024,"2023_160","Crop type","iwg"
"688","ncas","rosemount",2024,"2024_000","Crop type","iwg"
"689","ncas","rosemount",2024,"2024_080","Crop type","iwg"
"690","ncas","rosemount",2024,"2024_160","Crop type","iwg"
"691","ncas","rosemount",2024,"2022_000","Seed harvesting date","2024-08-02"
"692","ncas","rosemount",2024,"2022_080","Seed harvesting date","2024-08-02"
"693","ncas","rosemount",2024,"2022_160","Seed harvesting date","2024-08-02"
"694","ncas","rosemount",2024,"2023_000","Seed harvesting date","2024-08-02"
"695","ncas","rosemount",2024,"2023_080","Seed harvesting date","2024-08-02"
"696","ncas","rosemount",2024,"2023_160","Seed harvesting date","2024-08-02"
"697","ncas","rosemount",2024,"2024_000","Seed harvesting date",""
"698","ncas","rosemount",2024,"2024_080","Seed harvesting date",""
"699","ncas","rosemount",2024,"2024_160","Seed harvesting date",""
"700","ncas","rosemount",2024,"2022_000","Straw harvesting date",""
"701","ncas","rosemount",2024,"2022_080","Straw harvesting date",""
"702","ncas","rosemount",2024,"2022_160","Straw harvesting date",""
"703","ncas","rosemount",2024,"2023_000","Straw harvesting date",""
"704","ncas","rosemount",2024,"2023_080","Straw harvesting date",""
"705","ncas","rosemount",2024,"2023_160","Straw harvesting date",""
"706","ncas","rosemount",2024,"2024_000","Straw harvesting date",""
"707","ncas","rosemount",2024,"2024_080","Straw harvesting date",""
"708","ncas","rosemount",2024,"2024_160","Straw harvesting date",""
"709","ncas","rosemount",2024,"2022_000","Hay harvesting date",""
"710","ncas","rosemount",2024,"2022_080","Hay harvesting date",""
"711","ncas","rosemount",2024,"2022_160","Hay harvesting date",""
"712","ncas","rosemount",2024,"2023_000","Hay harvesting date",""
"713","ncas","rosemount",2024,"2023_080","Hay harvesting date",""
"714","ncas","rosemount",2024,"2023_160","Hay harvesting date",""
"715","ncas","rosemount",2024,"2024_000","Hay harvesting date",""
"716","ncas","rosemount",2024,"2024_080","Hay harvesting date",""
"717","ncas","rosemount",2024,"2024_160","Hay harvesting date",""
"718","ncas","rosemount",2024,"2022_000","Root harvesting date",""
"719","ncas","rosemount",2024,"2022_080","Root harvesting date",""
"720","ncas","rosemount",2024,"2022_160","Root harvesting date",""
"721","ncas","rosemount",2024,"2023_000","Root harvesting date",""
"722","ncas","rosemount",2024,"2023_080","Root harvesting date",""
"723","ncas","rosemount",2024,"2023_160","Root harvesting date",""
"724","ncas","rosemount",2024,"2024_000","Root harvesting date",""
"725","ncas","rosemount",2024,"2024_080","Root harvesting date",""
"726","ncas","rosemount",2024,"2024_160","Root harvesting date",""
"727","ncas","rosemount",2024,"2022_000","Tillage type",""
"728","ncas","rosemount",2024,"2022_080","Tillage type",""
"729","ncas","rosemount",2024,"2022_160","Tillage type",""
"730","ncas","rosemount",2024,"2023_000","Tillage type",""
"731","ncas","rosemount",2024,"2023_080","Tillage type",""
"732","ncas","rosemount",2024,"2023_160","Tillage type",""
"733","ncas","rosemount",2024,"2024_000","Tillage type",""
"734","ncas","rosemount",2024,"2024_080","Tillage type",""
"735","ncas","rosemount",2024,"2024_160","Tillage type",""
"736","ncas","rosemount",2024,"2022_000","Tillage date",""
"737","ncas","rosemount",2024,"2022_080","Tillage date",""
"738","ncas","rosemount",2024,"2022_160","Tillage date",""
"739","ncas","rosemount",2024,"2023_000","Tillage date",""
"740","ncas","rosemount",2024,"2023_080","Tillage date",""
"741","ncas","rosemount",2024,"2023_160","Tillage date",""
"742","ncas","rosemount",2024,"2024_000","Tillage date",""
"743","ncas","rosemount",2024,"2024_080","Tillage date",""
"744","ncas","rosemount",2024,"2024_160","Tillage date",""
"745","ncas","rosemount",2024,"2022_000","N fertilizer type","urea"
"746","ncas","rosemount",2024,"2022_080","N fertilizer type","urea"
"747","ncas","rosemount",2024,"2022_160","N fertilizer type","urea"
"748","ncas","rosemount",2024,"2023_000","N fertilizer type","urea"
"749","ncas","rosemount",2024,"2023_080","N fertilizer type","urea"
"750","ncas","rosemount",2024,"2023_160","N fertilizer type","urea"
"751","ncas","rosemount",2024,"2024_000","N fertilizer type",""
"752","ncas","rosemount",2024,"2024_080","N fertilizer type",""
"753","ncas","rosemount",2024,"2024_160","N fertilizer type",""
"754","ncas","rosemount",2024,"2022_000","N fertilizer application date","2024-04-24"
"755","ncas","rosemount",2024,"2022_080","N fertilizer application date","2024-04-24"
"756","ncas","rosemount",2024,"2022_160","N fertilizer application date","2024-04-24"
"757","ncas","rosemount",2024,"2023_000","N fertilizer application date","2024-04-24"
"758","ncas","rosemount",2024,"2023_080","N fertilizer application date","2024-04-24"
"759","ncas","rosemount",2024,"2023_160","N fertilizer application date","2024-04-24"
"760","ncas","rosemount",2024,"2024_000","N fertilizer application date",""
"761","ncas","rosemount",2024,"2024_080","N fertilizer application date",""
"762","ncas","rosemount",2024,"2024_160","N fertilizer application date",""
"763","ncas","rosemount",2024,"2022_000","N fertilizer rate","0"
"764","ncas","rosemount",2024,"2022_080","N fertilizer rate","80"
"765","ncas","rosemount",2024,"2022_160","N fertilizer rate","160"
"766","ncas","rosemount",2024,"2023_000","N fertilizer rate","0"
"767","ncas","rosemount",2024,"2023_080","N fertilizer rate","80"
"768","ncas","rosemount",2024,"2023_160","N fertilizer rate","160"
"769","ncas","rosemount",2024,"2024_000","N fertilizer rate",""
"770","ncas","rosemount",2024,"2024_080","N fertilizer rate",""
"771","ncas","rosemount",2024,"2024_160","N fertilizer rate",""
"772","ncas","rosemount",2024,"2022_000","Stand age","2"
"773","ncas","rosemount",2024,"2022_080","Stand age","2"
"774","ncas","rosemount",2024,"2022_160","Stand age","2"
"775","ncas","rosemount",2024,"2023_000","Stand age","1"
"776","ncas","rosemount",2024,"2023_080","Stand age","1"
"777","ncas","rosemount",2024,"2023_160","Stand age","1"
"778","ncas","rosemount",2024,"2024_000","Stand age",""
"779","ncas","rosemount",2024,"2024_080","Stand age",""
"780","ncas","rosemount",2024,"2024_160","Stand age",""
"781","orei_manure","rosemount",2020,"fertControl_cutNone","Planting date","2019-fall"
"782","orei_manure","rosemount",2020,"fertManure_cutNone","Planting date","2019-fall"
"783","orei_manure","rosemount",2020,"fertCommercial_cutNone","Planting date","2019-fall"
"784","orei_manure","rosemount",2020,"fertControl_cutFall","Planting date","2019-fall"
"785","orei_manure","rosemount",2020,"fertManure_cutFall","Planting date","2019-fall"
"786","orei_manure","rosemount",2020,"fertCommercial_cutFall","Planting date","2019-fall"
"787","orei_manure","rosemount",2020,"fertControl_cutNone","Crop type","iwg"
"788","orei_manure","rosemount",2020,"fertManure_cutNone","Crop type","iwg"
"789","orei_manure","rosemount",2020,"fertCommercial_cutNone","Crop type","iwg"
"790","orei_manure","rosemount",2020,"fertControl_cutFall","Crop type","iwg"
"791","orei_manure","rosemount",2020,"fertManure_cutFall","Crop type","iwg"
"792","orei_manure","rosemount",2020,"fertCommercial_cutFall","Crop type","iwg"
"793","orei_manure","rosemount",2020,"fertControl_cutNone","Seed harvesting date","2020-08-03"
"794","orei_manure","rosemount",2020,"fertManure_cutNone","Seed harvesting date","2020-08-03"
"795","orei_manure","rosemount",2020,"fertCommercial_cutNone","Seed harvesting date","2020-08-03"
"796","orei_manure","rosemount",2020,"fertControl_cutFall","Seed harvesting date","2020-08-03"
"797","orei_manure","rosemount",2020,"fertManure_cutFall","Seed harvesting date","2020-08-03"
"798","orei_manure","rosemount",2020,"fertCommercial_cutFall","Seed harvesting date","2020-08-03"
"799","orei_manure","rosemount",2020,"fertControl_cutNone","Straw harvesting date","2020-08-03"
"800","orei_manure","rosemount",2020,"fertManure_cutNone","Straw harvesting date","2020-08-03"
"801","orei_manure","rosemount",2020,"fertCommercial_cutNone","Straw harvesting date","2020-08-03"
"802","orei_manure","rosemount",2020,"fertControl_cutFall","Straw harvesting date","2020-08-03"
"803","orei_manure","rosemount",2020,"fertManure_cutFall","Straw harvesting date","2020-08-03"
"804","orei_manure","rosemount",2020,"fertCommercial_cutFall","Straw harvesting date","2020-08-03"
"805","orei_manure","rosemount",2020,"fertControl_cutNone","Hay harvesting date","2020-10-19"
"806","orei_manure","rosemount",2020,"fertManure_cutNone","Hay harvesting date","2020-10-19"
"807","orei_manure","rosemount",2020,"fertCommercial_cutNone","Hay harvesting date","2020-10-19"
"808","orei_manure","rosemount",2020,"fertControl_cutFall","Hay harvesting date","2020-10-19"
"809","orei_manure","rosemount",2020,"fertManure_cutFall","Hay harvesting date","2020-10-19"
"810","orei_manure","rosemount",2020,"fertCommercial_cutFall","Hay harvesting date","2020-10-19"
"811","orei_manure","rosemount",2020,"fertControl_cutNone","Root harvesting date",""
"812","orei_manure","rosemount",2020,"fertManure_cutNone","Root harvesting date",""
"813","orei_manure","rosemount",2020,"fertCommercial_cutNone","Root harvesting date",""
"814","orei_manure","rosemount",2020,"fertControl_cutFall","Root harvesting date",""
"815","orei_manure","rosemount",2020,"fertManure_cutFall","Root harvesting date",""
"816","orei_manure","rosemount",2020,"fertCommercial_cutFall","Root harvesting date",""
"817","orei_manure","rosemount",2020,"fertControl_cutNone","Tillage type",""
"818","orei_manure","rosemount",2020,"fertManure_cutNone","Tillage type",""
"819","orei_manure","rosemount",2020,"fertCommercial_cutNone","Tillage type",""
"820","orei_manure","rosemount",2020,"fertControl_cutFall","Tillage type",""
"821","orei_manure","rosemount",2020,"fertManure_cutFall","Tillage type",""
"822","orei_manure","rosemount",2020,"fertCommercial_cutFall","Tillage type",""
"823","orei_manure","rosemount",2020,"fertControl_cutNone","Tillage date",""
"824","orei_manure","rosemount",2020,"fertManure_cutNone","Tillage date",""
"825","orei_manure","rosemount",2020,"fertCommercial_cutNone","Tillage date",""
"826","orei_manure","rosemount",2020,"fertControl_cutFall","Tillage date",""
"827","orei_manure","rosemount",2020,"fertManure_cutFall","Tillage date",""
"828","orei_manure","rosemount",2020,"fertCommercial_cutFall","Tillage date",""
"829","orei_manure","rosemount",2020,"fertControl_cutNone","N fertilizer type",""
"830","orei_manure","rosemount",2020,"fertManure_cutNone","N fertilizer type","manure"
"831","orei_manure","rosemount",2020,"fertCommercial_cutNone","N fertilizer type","NaNO3"
"832","orei_manure","rosemount",2020,"fertControl_cutFall","N fertilizer type",""
"833","orei_manure","rosemount",2020,"fertManure_cutFall","N fertilizer type","manure"
"834","orei_manure","rosemount",2020,"fertCommercial_cutFall","N fertilizer type","NaNO3"
"835","orei_manure","rosemount",2020,"fertControl_cutNone","N fertilizer application date",""
"836","orei_manure","rosemount",2020,"fertManure_cutNone","N fertilizer application date","2020-05-22"
"837","orei_manure","rosemount",2020,"fertCommercial_cutNone","N fertilizer application date","2020-05-19"
"838","orei_manure","rosemount",2020,"fertControl_cutFall","N fertilizer application date",""
"839","orei_manure","rosemount",2020,"fertManure_cutFall","N fertilizer application date","2020-05-22"
"840","orei_manure","rosemount",2020,"fertCommercial_cutFall","N fertilizer application date","2020-05-19"
"841","orei_manure","rosemount",2020,"fertControl_cutNone","N fertilizer rate",""
"842","orei_manure","rosemount",2020,"fertManure_cutNone","N fertilizer rate","88 kg N ha"
"843","orei_manure","rosemount",2020,"fertCommercial_cutNone","N fertilizer rate","70 kg N ha"
"844","orei_manure","rosemount",2020,"fertControl_cutFall","N fertilizer rate",""
"845","orei_manure","rosemount",2020,"fertManure_cutFall","N fertilizer rate","88 kg N ha"
"846","orei_manure","rosemount",2020,"fertCommercial_cutFall","N fertilizer rate","70 kg N ha"
