"experiment","site","year","plot","treatment name","information","value","date","time","co2_ppm","n2o_ppm","ch4_ppm","nh3_ppm","temp_celsius","...12"
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-07-16,1899-12-31 11:24:15,429.2,0.365,2.4,0,37,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-07-16,1899-12-31 11:24:36,431.6,0.375,2.23,0,37,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-07-16,1899-12-31 11:24:57,437,0.377,2.28,0,37,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-07-16,1899-12-31 11:25:17,436.6,0.376,2.26,0,37,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-07-16,1899-12-31 11:25:38,437.2,0.372,2.27,0,37,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:45:23,444.8,0.258,2.4,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:45:44,437,0.26,2.38,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:46:05,418.1,0.276,2.43,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:46:26,438.2,0.312,2.45,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:46:47,497.8,0.349,2.59,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:47:08,546.2,0.377,2.61,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:47:29,476.5,0.327,2.49,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:47:50,512.5,0.335,2.54,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:48:11,538.8,0.306,2.6,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:48:32,480.8,0.285,2.53,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:48:53,464,0.316,2.42,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:49:14,461.4,0.295,2.44,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:49:35,458.1,0.298,2.35,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:49:56,460.3,0.311,2.44,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:50:17,465.6,0.318,2.37,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:50:38,465.5,0.3,2.45,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-08-10,1899-12-31 12:50:59,466.1,0.297,2.42,0,40,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:23:58,433.6,0.391,1.79,0,21,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:24:19,434.3,0.389,1.85,0,20,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:24:40,424.8,0.391,1.77,0,20,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:25:01,418.1,0.383,1.87,0.06,21,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:25:22,416.6,0.363,1.89,0,20,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:25:43,422.9,0.39,1.84,0,20,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:26:04,425.7,0.392,1.79,0,20,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:26:25,429.2,0.383,1.94,0,21,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:26:45,432.5,0.396,1.95,0.03,21,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:27:06,436.5,0.405,1.9,0,21,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:27:27,436.7,0.412,1.84,0,20,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:27:48,441.3,0.394,1.88,0,21,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:28:09,442,0.395,1.89,0,20,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:28:30,441.8,0.405,1.86,0,20,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:28:51,446.7,0.4,1.91,0.02,21,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:29:12,446.5,0.398,1.89,0,21,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-14,1899-12-31 12:29:33,449,0.392,1.88,0,21,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:05:10,438.4,0.458,2,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:05:30,438.6,0.423,1.91,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:05:51,426.7,0.421,1.91,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:06:12,422.1,0.448,2,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:06:33,421.6,0.428,1.93,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:06:54,421.4,0.439,1.95,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:07:15,424.5,0.441,1.94,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:07:36,426.8,0.446,1.92,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:07:57,425,0.435,1.9,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:08:18,424.6,0.424,1.98,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:08:39,427.8,0.44,1.98,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:09:00,429,0.446,1.95,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:09:21,427.5,0.44,1.96,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:09:42,431.8,0.446,1.99,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:10:02,431.5,0.445,2.06,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:10:23,433.5,0.453,1.92,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:10:44,432.4,0.434,1.96,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-10-25,1899-12-31 16:11:05,435.3,0.444,1.91,0,24,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:37:39,663.6,0.35,2.09,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:37:59,652.4,0.304,2.08,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:38:20,605.7,0.3,2.01,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:38:41,574.9,0.355,2.16,0.06,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:39:02,556.3,0.37,2.11,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:39:23,547.2,0.335,2.09,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:39:44,548.5,0.299,2.02,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:40:05,558,0.351,2.14,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:40:25,568.7,0.367,2.04,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:40:46,581.5,0.379,2.03,0.04,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:41:07,595.8,0.279,2.14,0.03,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:41:28,617.9,0.369,2.11,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:41:49,636.6,0.379,2.19,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:42:10,654.5,0.292,2.17,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:42:31,672.1,0.354,2.18,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:42:51,688.3,0.368,2.1,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:43:12,708.8,0.377,2.12,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:43:33,728.6,0.385,2.19,0.04,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:43:54,760.3,0.362,2.07,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:44:15,776.1,0.398,2.16,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:44:36,792.9,0.387,1.98,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:44:58,807,0.384,2.11,0.02,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:45:19,822.9,0.37,2.12,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-04-29,1899-12-31 13:45:40,829.3,0.325,2.13,0.01,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:44:17,704.4,0.356,2.34,0.06,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:44:37,695.1,0.345,2.4,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:44:58,636.6,0.333,2.4,0.02,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:45:19,596.8,0.353,2.44,0,32,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:45:40,571.4,0.357,2.37,0.07,32,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:46:01,558,0.376,2.39,0.05,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:46:22,559.7,0.402,2.47,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:46:43,563,0.387,2.47,0.12,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:47:04,569.1,0.389,2.43,0.06,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:47:24,576,0.378,2.44,0.07,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:47:45,585.8,0.381,2.59,0.02,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:48:06,597.2,0.374,2.49,0,32,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:48:27,605.5,0.406,2.37,0.07,32,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:48:48,609.4,0.378,2.48,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:49:09,621,0.425,2.36,0.05,32,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:49:30,624.9,0.367,2.4,0.04,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:49:50,633.7,0.373,2.52,0.09,32,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-05-18,1899-12-31 10:50:13,639.3,0.414,2.5,0.07,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:36:45,101.6,0.1,0.68,0.06,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:37:06,200.4,0.167,1.11,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:37:27,268,0.216,1.48,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:37:48,322.2,0.277,1.65,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:38:09,364.4,0.294,1.86,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:38:30,397.9,0.301,1.93,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:38:51,428.9,0.331,1.93,0.04,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:39:12,450.5,0.313,2.16,0.05,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:39:33,471.7,0.325,2.06,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:39:54,496,0.351,2.15,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:40:15,509.7,0.324,2.24,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:40:36,529,0.329,2.11,0.03,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:40:57,543,0.35,2.12,0.06,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:41:18,557.5,0.358,2.09,0.04,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:41:40,575.2,0.343,2.09,0,30,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:42:01,589.3,0.322,2.08,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:42:22,604.3,0.355,2,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:42:43,619,0.346,2.16,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:43:04,635.2,0.322,2.13,0.05,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:43:25,650.9,0.309,2.04,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:43:46,666.2,0.302,2.11,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:44:07,684,0.311,2.05,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:44:28,691.1,0.31,2.14,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:44:49,639.9,0.345,2.08,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:45:09,561.6,0.324,2.03,0.05,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:45:30,512.8,0.306,2.1,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-01,1899-12-31 10:45:51,485.1,0.314,2.22,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:41:36,182.5,0.152,0.69,0,33,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:41:57,345.8,0.293,1.54,0,33,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:42:18,412.6,0.331,1.89,0,33,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:42:39,434.3,0.349,2.09,0,33,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:43:00,447.7,0.374,2.09,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:43:21,455.8,0.372,2.2,0,33,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:43:42,460.9,0.351,1.99,0,33,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:44:03,463.3,0.378,2.15,0,33,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:44:24,463.1,0.382,2.34,0,33,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:44:45,464.4,0.388,2.02,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:45:06,462.1,0.383,2.06,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:45:27,460.9,0.386,2.12,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:45:47,461.8,0.389,2.16,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:46:08,459.6,0.378,2.24,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:46:29,457.2,0.381,1.85,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:46:50,460.3,0.409,1.94,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:47:11,457.4,0.387,2.03,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:47:32,462.8,0.36,2.21,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:47:53,465.2,0.387,1.92,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:48:14,466.9,0.373,2.3,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:48:35,467.5,0.369,1.9,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:48:56,465.8,0.359,1.88,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:49:17,467.1,0.384,1.89,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:49:38,467.4,0.393,1.89,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:49:59,473.2,0.395,1.92,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:50:20,475.6,0.382,2.04,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:50:41,477,0.387,1.84,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:51:02,476.7,0.393,2.07,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:51:23,474.3,0.369,2.01,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:51:44,474.3,0.389,1.76,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:52:05,473,0.382,1.98,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-06-15,1899-12-31 10:52:26,471.1,0.378,2.03,0,34,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-09-10,1899-12-31 10:32:12,247.3,0.173,1.44,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-09-10,1899-12-31 10:32:33,360.4,0.286,2.07,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-09-10,1899-12-31 10:32:54,393.1,0.333,2.33,0,31,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-09-10,1899-12-31 10:33:15,408.8,0.336,2.22,0,32,NA
"orei_manure","rosemount","2021","101","fertCommercial_cutNone","N fertilizer rate","70 kg N ha",2021-09-10,1899-12-31 10:33:36,415.1,0.358,2.29,0,32,NA
