"experiment","site","plot","date","ch4.e.gmd"
"eddyflux","v08","19","2022-09-19",0.00253834058490448
"eddyflux","v08","19","2022-10-03",-0.000395717945066854
"eddyflux","v08","19","2022-10-21",-0.00228419753084212
"eddyflux","v08","19","2023-05-08",-0.00260537366908753
"eddyflux","v08","19","2023-05-24",-0.0017256058931511
"eddyflux","v08","19","2023-06-19",0.00294025379401245
"eddyflux","v08","19","2023-07-05",0.00311716789485161
"eddyflux","v08","19","2023-07-17",0.00210593445312289
"eddyflux","v08","19","2023-08-04",-0.00476509405315187
"eddyflux","v08","19","2023-08-15",0.00502827394841554
"eddyflux","v08","19","2023-08-30",-0.00758929037056973
"eddyflux","v08","19","2023-09-12",-0.0026628458891187
"eddyflux","i10","19","2023-10-23",0.0053632218299913
"eddyflux","v08","19","2024-05-29",0.00310698902764624
"eddyflux","v08","19","2024-06-10",0.0042146032334104
"eddyflux","v08","19","2024-06-27",-0.000382231516914842
"eddyflux","v08","19","2024-07-16",0.000760382656226444
"eddyflux","v08","19","2024-08-19",0.00726464878167816
"eddyflux","v08","19","2024-09-06",0.0023813981582209
"eddyflux","v08","19","2024-10-07",-0.000672207662934635
"eddyflux","v08","19","2024-10-28",-0.000360470783740599
"eddyflux","v08","20","2022-05-16",0.00267555638245753
"eddyflux","v08","20","2022-06-01",0.00467241355172061
"eddyflux","v08","20","2022-06-16",0.00189727674683677
"eddyflux","v08","20","2022-07-14",-0.00190318725108549
"eddyflux","v08","20","2022-08-03",-0.000172499322915658
"eddyflux","v08","20","2022-09-19",0.000163394331035308
"eddyflux","v08","20","2022-10-03",-0.000930391506888464
"eddyflux","v08","20","2022-10-21",0.00116544307077755
"eddyflux","v08","20","2023-05-08",-0.000237630886411353
"eddyflux","v08","20","2023-05-24",-0.00316841181881767
"eddyflux","v08","20","2023-06-09",0.00241220310983823
"eddyflux","v08","20","2023-06-19",0.000517441169858665
"eddyflux","v08","20","2023-07-05",0.000318184209009954
"eddyflux","v08","20","2023-07-17",0.00160414464204078
"eddyflux","v08","20","2023-08-04",0.00540984943718341
"eddyflux","v08","20","2023-08-15",-0.00338098492084633
"eddyflux","v08","20","2023-08-30",-0.0197486891795569
"eddyflux","v08","20","2023-09-12",-0.000362166885681057
"eddyflux","v08","20","2023-10-09",0.00360373856931062
"eddyflux","i10","20","2023-10-23",-1.33281791084694e-17
"eddyflux","v08","20","2024-05-29",-0.00129498112307565
"eddyflux","v08","20","2024-06-10",-0.000220499829464911
"eddyflux","v08","20","2024-06-27",-0.000188363404030399
"eddyflux","v08","20","2024-07-16",-0.00106598680636383
"eddyflux","v08","20","2024-08-19",-0.000421906785490696
"eddyflux","v08","20","2024-09-06",0.0011479769305698
"eddyflux","v08","20","2024-10-07",0.000916295897685377
"eddyflux","v08","20","2024-10-28",0.000309249260814744
"eddyflux","i02","2101","2023-10-27",-0.00225902556689141
"eddyflux","i02","2104","2023-10-27",-0.00233533695269377
"eddyflux","i02","2105","2023-10-27",-0.00259621823516517
"eddyflux","i02","2106","2023-10-27",0.000377729064161585
"eddyflux","i02","2107","2023-10-27",0.000385459068768943
"eddyflux","i02","2112","2023-10-27",0.00867661401205795
"eddyflux","i02","2112","2023-11-07",0.000827780387755095
"eddyflux","i02","2201","2023-10-27",0.000103236286286333
"eddyflux","i02","2201","2023-11-07",-0.000256532580230868
"eddyflux","i02","2202","2023-10-27",-2.80827405445261e-05
"eddyflux","i02","2202","2023-11-07",-0.00149060496499749
"eddyflux","i02","2203","2023-10-27",-0.00688133127615495
"eddyflux","i02","2203","2023-11-07",-0.000248675850695726
"eddyflux","i02","2204","2023-10-27",0.00281340060618022
"eddyflux","i02","2204","2023-11-07",0.00269588840717797
"eddyflux","i02","2205","2023-11-07",0.000351985430017288
"eddyflux","i02","2206","2023-11-07",-0.00297524899752243
"eddyflux","i02","2207","2023-11-07",0.00366651489601355
"eddyflux","i02","2208","2023-11-07",-0.00213674601927583
"eddyflux","i02","2210","2023-11-07",-0.00486089569550767
"eddyflux","i02","2301","2023-11-07",0.00524905459946413
"eddyflux","i02","2302","2023-11-07",0.00288623446125863
"eddyflux","i02","2305","2023-11-07",-0.000928801369975992
"eddyflux","i02","2306","2023-11-07",-6.89966731982769e-05
"eddyflux","i02","2307","2023-11-07",-0.00178461709732904
"eddyflux","i02","2308","2023-11-07",-0.00029231554205967
"eddyflux","i02","2310","2023-11-07",0.0003927502935898
"eddyflux","i02","2311","2023-11-07",-0.00354594519526072
"eddyflux","i02","2312","2023-11-07",0.00381072611891937
"eddyflux","i02","2402","2023-11-07",-0.000742174575752312
"eddyflux","i02","2403","2023-11-07",0.00135024839089893
"eddyflux","i02","2404","2023-11-07",0.00346348135351036
"eddyflux","i02","2405","2023-11-07",0.00834670718390142
"eddyflux","i02","2406","2023-11-07",0.00125925922999461
"eddyflux","i02","2409","2023-11-07",5.37287865402591e-05
"eddyflux","i02","2410","2023-11-07",-0.0037933367205114
"eddyflux","i02","2412","2023-11-07",-0.0021680877693439
"eddyflux","v08","25","2022-05-16",0.00287871812526406
"eddyflux","v08","25","2022-06-01",0.00297007105379422
"eddyflux","v08","25","2022-06-16",-0.00358457820153366
"eddyflux","v08","25","2022-06-28",-0.000244853640359258
"eddyflux","v08","25","2022-07-14",0.0028887915389118
"eddyflux","v08","25","2022-08-03",0.00420068414977506
"eddyflux","v08","25","2022-09-19",0.00190571197287512
"eddyflux","v08","25","2022-10-03",-0.00336182991658417
"eddyflux","v08","25","2022-10-21",-0.00337713326398407
"eddyflux","v08","25","2023-05-08",-0.00450019088296927
"eddyflux","v08","25","2023-05-24",0.00329433852328851
"eddyflux","v08","25","2023-06-09",0.00214047506992014
"eddyflux","v08","25","2023-06-19",-0.000699101409982324
"eddyflux","v08","25","2023-07-05",-7.81820910833882e-05
"eddyflux","v08","25","2023-07-17",-0.00253787691332145
"eddyflux","v08","25","2023-08-04",0.00770535556861585
"eddyflux","v08","25","2023-08-15",-0.00218909855033388
"eddyflux","v08","25","2023-08-30",-0.000951993910976021
"eddyflux","v08","25","2023-09-12",0
"eddyflux","v08","25","2023-10-09",-0.00296044789679338
"eddyflux","i10","25","2023-10-23",0.00204996191720585
"eddyflux","v08","25","2024-05-29",0.00274485082399495
"eddyflux","v08","25","2024-06-10",0.000608894891209228
"eddyflux","v08","25","2024-06-27",-0.00252811964620769
"eddyflux","v08","25","2024-07-16",0.00288413776940086
"eddyflux","v08","25","2024-08-19",0.00332441127063158
"eddyflux","v08","25","2024-09-06",0.00317960754088383
"eddyflux","v08","25","2024-10-07",-0.000948790344846995
"eddyflux","v08","25","2024-10-28",0.000599759536144515
"eddyflux","v08","28","2022-05-16",-0.000805292306160273
"eddyflux","v08","28","2022-06-01",-0.00275045111080343
"eddyflux","v08","28","2022-06-16",0.00334015118102654
"eddyflux","v08","28","2022-06-28",-0.00102635932418597
"eddyflux","v08","28","2022-07-14",0.00254370611338438
"eddyflux","v08","28","2022-08-03",0.00675798029649554
"eddyflux","v08","28","2022-09-19",0.000908855642875648
"eddyflux","v08","28","2022-10-03",-0.0031210696887023
"eddyflux","v08","28","2022-10-21",-0.00273615346526431
"eddyflux","v08","28","2023-05-08",0.000950523545645259
"eddyflux","v08","28","2023-05-24",0.00421949227769432
"eddyflux","v08","28","2023-06-09",0.00182888968153099
"eddyflux","v08","28","2023-06-19",0.00334291466352593
"eddyflux","v08","28","2023-07-05",0.000314771339112588
"eddyflux","v08","28","2023-07-17",-0.00602002101341809
"eddyflux","v08","28","2023-08-04",0.00237625452727256
"eddyflux","v08","28","2023-08-15",-0.00205271864837198
"eddyflux","v08","28","2023-09-12",0.000685189712306771
"eddyflux","v08","28","2023-10-09",0.00327676421449731
"eddyflux","i10","28","2023-10-23",-0.00745603602147944
"eddyflux","v08","28","2024-05-29",0.0030464365327007
"eddyflux","v08","28","2024-06-10",-0.00147293886082553
"eddyflux","v08","28","2024-07-16",-0.00265936850100689
"eddyflux","v08","28","2024-08-19",0.00312196015072906
"eddyflux","v08","28","2024-09-06",0.00250588612652459
"eddyflux","v08","28","2024-10-07",0.00132525392431119
"eddyflux","v08","28","2024-10-28",-0.000500400459667268
"eddyflux","v08","29","2022-05-16",0.00144643754562214
"eddyflux","v08","29","2022-06-01",0.00242682278676942
"eddyflux","v08","29","2022-06-16",0.000621423475539789
"eddyflux","v08","29","2022-06-28",-0.000778764650100261
"eddyflux","v08","29","2022-07-14",-0.00432714617039104
"eddyflux","v08","29","2022-08-03",-0.00461602644751744
"eddyflux","v08","29","2022-09-19",0.0029518368876928
"eddyflux","v08","29","2022-10-03",-0.00196881439767462
"eddyflux","v08","29","2022-10-21",0.00524498321328626
"eddyflux","v08","29","2023-05-08",0.000419281541407143
"eddyflux","v08","29","2023-05-24",0.00556256951333306
"eddyflux","v08","29","2023-06-19",0.00140272555268322
"eddyflux","v08","29","2023-07-05",0.00599875416103318
"eddyflux","v08","29","2023-07-17",-0.00437819710066771
"eddyflux","v08","29","2023-08-04",0.00231540714726902
"eddyflux","v08","29","2023-08-15",0.00313746526027469
"eddyflux","v08","29","2023-08-30",-0.000527296177858862
"eddyflux","v08","29","2023-09-12",-0.00276327510357768
"eddyflux","v08","29","2023-10-09",0.00605990060056793
"eddyflux","i10","29","2023-10-23",-0.00631201247907468
"eddyflux","v08","29","2024-05-29",0.00686145341527143
"eddyflux","v08","29","2024-06-10",-0.00142935865480986
"eddyflux","v08","29","2024-06-27",0.000908459297395372
"eddyflux","v08","29","2024-07-16",0.0040057037802627
"eddyflux","v08","29","2024-08-19",0.000597257893669175
"eddyflux","v08","29","2024-09-06",0.00298485856778612
"eddyflux","v08","29","2024-10-07",-0.00157836527203254
"eddyflux","v08","29","2024-10-28",-0.000245971806233192
"eddyflux","v08","32","2022-05-16",0.000806523177158579
"eddyflux","v08","32","2022-06-01",0.00253472945505408
"eddyflux","v08","32","2022-06-16",-0.00100981314775228
"eddyflux","v08","32","2022-07-14",0.00343709555586381
"eddyflux","v08","32","2022-08-03",-0.00576133177107691
"eddyflux","v08","32","2022-09-19",-0.00312728364333409
"eddyflux","v08","32","2022-10-03",-0.00316798954404559
"eddyflux","v08","32","2022-10-21",-0.000984354672835577
"eddyflux","v08","32","2023-05-08",0.00259711311509625
"eddyflux","v08","32","2023-05-24",0.00199775253334061
"eddyflux","v08","32","2023-06-09",-0.000457222420382731
"eddyflux","v08","32","2023-06-19",0.00410840726015464
"eddyflux","v08","32","2023-07-05",0.00556900083698764
"eddyflux","v08","32","2023-07-17",-0.00574638369462632
"eddyflux","v08","32","2023-08-04",0.00357318498435395
"eddyflux","v08","32","2023-08-15",-0.00496090237256983
"eddyflux","v08","32","2023-08-30",0.00276327510357765
"eddyflux","v08","32","2023-10-09",0.000408128263041373
"eddyflux","i10","32","2023-10-23",0.00872417357781708
"eddyflux","v08","32","2024-05-29",0.0132948633142548
"eddyflux","v08","32","2024-06-10",-0.00221523798357368
"eddyflux","v08","32","2024-06-27",0.000345176619215417
"eddyflux","v08","32","2024-07-16",-0.00156254341132429
"eddyflux","v08","32","2024-08-19",0.00713188078605165
"eddyflux","v08","32","2024-09-06",0.000868353056434787
"eddyflux","v08","32","2024-10-07",0.00350904827692128
"eddyflux","v08","32","2024-10-28",0.000785820900167521
"eddyflux","i10","33","2022-05-16",-0.00211778905068549
"eddyflux","i10","33","2022-06-08",-0.00109100876319809
"eddyflux","i10","33","2022-06-16",-0.000347198314298808
"eddyflux","i10","33","2022-06-28",-0.000519233186573466
"eddyflux","i10","33","2022-07-21",-0.00331875024441904
"eddyflux","i10","33","2022-08-01",0.00194582759271768
"eddyflux","i10","33","2022-08-31",0.0024638644217639
"eddyflux","i10","33","2022-09-21",0.00248279947659309
"eddyflux","i10","33","2022-10-07",-0.0010638317049112
"eddyflux","i10","33","2022-10-21",-0.0027907112290476
"eddyflux","i10","33","2023-05-08",0.000621423475539787
"eddyflux","i10","33","2023-05-25",0.000754705896128548
"eddyflux","i10","33","2023-06-09",-0.000230801322375895
"eddyflux","i10","33","2023-06-20",-0.000381018683652361
"eddyflux","i10","33","2023-07-06",-0.00268066070315056
"eddyflux","i10","33","2023-07-17",-0.00225994672376752
"eddyflux","i10","33","2023-08-15",-0.0013120640501192
"eddyflux","i10","33","2023-08-30",-0.00268144556060748
"eddyflux","i10","33","2023-09-12",0.00085522414942208
"eddyflux","i10","33","2023-10-02",5.596840295594e-05
"eddyflux","i10","33","2023-10-23",0.00151219654989016
"eddyflux","i10","33","2024-05-29",-0.000533880887773251
"eddyflux","i10","33","2024-06-10",0.000475755787609772
"eddyflux","i10","33","2024-06-27",0.00338895189453591
"eddyflux","i10","33","2024-07-16",0.00390006151975305
"eddyflux","i10","33","2024-07-29",-0.00375731709408187
"eddyflux","i10","33","2024-09-20",0.00173761202740511
"eddyflux","i10","33","2024-10-07",0.000876449921086647
"eddyflux","i10","33","2024-10-28",0.000105900748176347
"eddyflux","i10","36","2022-05-16",0.00422183291850096
"eddyflux","i10","36","2022-06-08",0.00510135654356992
"eddyflux","i10","36","2022-06-16",0.0294230647518937
"eddyflux","i10","36","2022-06-28",0.0043824337904938
"eddyflux","i10","36","2022-07-21",0.00554526784932403
"eddyflux","i10","36","2022-08-01",0.00527327877150262
"eddyflux","i10","36","2022-08-31",-0.000235392810206054
"eddyflux","i10","36","2022-09-21",0.00193985823336033
"eddyflux","i10","36","2022-10-07",0.00359152871476444
"eddyflux","i10","36","2022-10-21",0.00442938199967707
"eddyflux","i10","36","2023-05-08",0.00140727763950025
"eddyflux","i10","36","2023-05-25",0.00159375220774554
"eddyflux","i10","36","2023-06-09",0.00263997932964314
"eddyflux","i10","36","2023-06-20",-0.00102973384111579
"eddyflux","i10","36","2023-07-06",0.00274400906481891
"eddyflux","i10","36","2023-07-17",0.00529675802886098
"eddyflux","i10","36","2023-08-15",0.000776779344424725
"eddyflux","i10","36","2023-08-30",0.00717375748074515
"eddyflux","i10","36","2023-09-12",0.00181266833377413
"eddyflux","i10","36","2023-10-02",0.00740810350564555
"eddyflux","i10","36","2024-05-29",0.000317130751162079
"eddyflux","i10","36","2024-06-10",-0.000739258634215683
"eddyflux","i10","36","2024-06-27",0.00178656122360233
"eddyflux","i10","36","2024-07-16",-0.00163279328637556
"eddyflux","i10","36","2024-07-29",0.00242999300214141
"eddyflux","i10","36","2024-10-07",0.000405322982207715
"eddyflux","i10","36","2024-10-28",-0.000901846094225687
"eddyflux","i10","37","2022-05-16",-0.00145433225092968
"eddyflux","i10","37","2022-06-08",0.0045198934475349
"eddyflux","i10","37","2022-06-16",-0.00125091345733364
"eddyflux","i10","37","2022-06-28",0.000175297351619692
"eddyflux","i10","37","2022-07-21",0.00234292759078577
"eddyflux","i10","37","2022-08-01",0.000572889586310065
"eddyflux","i10","37","2022-08-31",-0.000298412238051068
"eddyflux","i10","37","2022-09-21",0.00196632336286509
"eddyflux","i10","37","2022-10-07",0.00233004261762139
"eddyflux","i10","37","2022-10-21",0.00669770694971408
"eddyflux","i10","37","2023-05-08",-0.00302943944325672
"eddyflux","i10","37","2023-05-25",-2.05478238750674e-17
"eddyflux","i10","37","2023-06-09",0.00629960943705354
"eddyflux","i10","37","2023-06-20",0.00114668307317151
"eddyflux","i10","37","2023-07-06",-0.00122648454841882
"eddyflux","i10","37","2023-07-17",-0.00154932881568252
"eddyflux","i10","37","2023-08-15",-0.00347496052688572
"eddyflux","i10","37","2023-08-30",0.00392362248038982
"eddyflux","i10","37","2023-09-12",-0.00455996429665643
"eddyflux","i10","37","2023-10-02",-0.00543878288979043
"eddyflux","i10","37","2023-10-23",0.000504065516630124
"eddyflux","i10","37","2024-05-29",-7.28675415570447e-05
"eddyflux","i10","37","2024-06-10",-0.000533369564196501
"eddyflux","i10","37","2024-06-27",0.000985190326345556
"eddyflux","i10","37","2024-07-16",0.00412988907164141
"eddyflux","i10","37","2024-07-29",-0.000145236406821819
"eddyflux","i10","37","2024-09-20",-0.00163259463927381
"eddyflux","i10","37","2024-10-07",-8.13651439176085e-05
"eddyflux","i10","37","2024-10-28",-0.000697225975565499
"eddyflux","v08","4","2022-05-16",-0.0012549861041099
"eddyflux","v08","4","2022-06-01",0.00456151818820984
"eddyflux","v08","4","2022-06-16",-0.000388389672212398
"eddyflux","v08","4","2022-07-14",-0.00244625722276607
"eddyflux","v08","4","2022-08-03",0.000103806640679875
"eddyflux","v08","4","2022-09-19",0.00376975493213922
"eddyflux","v08","4","2022-10-21",-0.00252642295184244
"eddyflux","v08","4","2023-05-08",0.00338379189546101
"eddyflux","v08","4","2023-06-09",0.00121925978768729
"eddyflux","v08","4","2023-06-19",0.000959557205705695
"eddyflux","v08","4","2023-07-05",-0.000776779344424841
"eddyflux","v08","4","2023-07-17",-0.000625456728666819
"eddyflux","v08","4","2023-08-04",-0.00335296441614027
"eddyflux","v08","4","2023-08-15",0.0051960481447513
"eddyflux","v08","4","2023-08-30",0.000833698732789154
"eddyflux","v08","4","2023-09-12",0.00118039252167243
"eddyflux","i10","4","2023-10-23",0.0170544119229015
"eddyflux","v08","4","2024-05-29",0.000240993708881062
"eddyflux","v08","4","2024-06-10",-2.82456834685284e-05
"eddyflux","v08","4","2024-06-27",0.00247082796953374
"eddyflux","v08","4","2024-07-16",0.00203741842425565
"eddyflux","v08","4","2024-08-19",0.0050175959030675
"eddyflux","v08","4","2024-10-07",0.000757723019284413
"eddyflux","v08","4","2024-10-28",0.000400325786004586
"eddyflux","i10","40","2022-05-16",0.0025266077297639
"eddyflux","i10","40","2022-06-08",-0.00015698249541891
"eddyflux","i10","40","2022-06-16",0.00499905411342505
"eddyflux","i10","40","2022-06-28",0.00266201549673995
"eddyflux","i10","40","2022-07-21",-0.003551406511434
"eddyflux","i10","40","2022-08-01",0.00225009877779099
"eddyflux","i10","40","2022-08-31",0.00445040882919588
"eddyflux","i10","40","2022-09-21",0.00258470830881075
"eddyflux","i10","40","2022-10-07",-0.00134543146102552
"eddyflux","i10","40","2022-10-21",-0.00164101023841319
"eddyflux","i10","40","2023-05-08",-0.00406546873633435
"eddyflux","i10","40","2023-05-25",0.00166890331094844
"eddyflux","i10","40","2023-06-09",0.00404958879537879
"eddyflux","i10","40","2023-06-20",0.000904793529283668
"eddyflux","i10","40","2023-07-06",-0.000877080671986347
"eddyflux","i10","40","2023-07-17",0.00521855308979915
"eddyflux","i10","40","2023-08-15",0.00549740834671618
"eddyflux","i10","40","2023-08-30",0.000773568965370234
"eddyflux","i10","40","2023-09-12",0.00274734726308693
"eddyflux","i10","40","2023-10-02",0.000976626493088767
"eddyflux","i10","40","2023-10-23",-0.00710192618271724
"eddyflux","i10","40","2024-05-29",0.000973781773910223
"eddyflux","i10","40","2024-06-10",0.00163801099371446
"eddyflux","i10","40","2024-06-27",-0.00134114072761438
"eddyflux","i10","40","2024-07-16",-0.00375519975837644
"eddyflux","i10","40","2024-07-29",-0.00210752480460294
"eddyflux","i10","40","2024-09-20",0.00361990920896845
"eddyflux","i10","40","2024-10-07",-0.000233520383736902
"eddyflux","i10","40","2024-10-28",-0.000342431321277458
"eddyflux","i10","45","2022-05-16",0.00117273136625023
"eddyflux","i10","45","2022-06-08",-0.00720401831212171
"eddyflux","i10","45","2022-06-16",0.00234546273250052
"eddyflux","i10","45","2022-06-28",-0.00540466773524031
"eddyflux","i10","45","2022-07-21",0.00131206405011918
"eddyflux","i10","45","2022-08-01",-0.000800038799193334
"eddyflux","i10","45","2022-08-31",-0.00200668619429989
"eddyflux","i10","45","2022-09-21",0.00271997870326864
"eddyflux","i10","45","2022-10-07",0.000486943006629915
"eddyflux","i10","45","2022-10-21",-0.000956815278530633
"eddyflux","i10","45","2023-05-08",-0.00196725053799345
"eddyflux","i10","45","2023-05-25",-0.000312728364333379
"eddyflux","i10","45","2023-06-09",-2.49256475283578e-06
"eddyflux","i10","45","2023-06-20",7.64455382113972e-05
"eddyflux","i10","45","2023-07-06",0.000894836858875186
"eddyflux","i10","45","2023-07-17",-0.00114386354901865
"eddyflux","i10","45","2023-08-15",-0.000920663149194143
"eddyflux","i10","45","2023-08-30",-0.00304712762102089
"eddyflux","i10","45","2023-09-12",0.00319997494502202
"eddyflux","i10","45","2023-10-02",0.00552159929475759
"eddyflux","i10","45","2023-10-23",-0.000988631016358861
"eddyflux","i10","45","2024-05-29",8.16302105526857e-05
"eddyflux","i10","45","2024-06-10",-0.000168725122977002
"eddyflux","i10","45","2024-06-27",0.0025447317647486
"eddyflux","i10","45","2024-07-16",3.78215493598019e-05
"eddyflux","i10","45","2024-07-29",-0.0021479845937236
"eddyflux","i10","45","2024-09-20",-0.000617399522501726
"eddyflux","i10","45","2024-10-07",-0.000896369883063139
"eddyflux","i10","45","2024-10-28",-0.000681128398136406
"eddyflux","i10","46","2022-05-16",0.00227943241126596
"eddyflux","i10","46","2022-06-08",-0.00368371621577481
"eddyflux","i10","46","2022-06-16",-0.00093742375548011
"eddyflux","i10","46","2022-06-28",-0.00291795481602281
"eddyflux","i10","46","2022-07-21",0.000236078504334462
"eddyflux","i10","46","2022-08-01",0.00563131400155381
"eddyflux","i10","46","2022-08-31",-0.00134216219316632
"eddyflux","i10","46","2022-09-21",0.00347974208631907
"eddyflux","i10","46","2022-10-07",0.0047342878512804
"eddyflux","i10","46","2023-05-08",-0.00132909554841696
"eddyflux","i10","46","2023-05-25",0.00150499561393828
"eddyflux","i10","46","2023-06-09",0.0015790143449015
"eddyflux","i10","46","2023-06-20",-0.000941239578082436
"eddyflux","i10","46","2023-07-06",-0.00166890331094852
"eddyflux","i10","46","2023-07-17",-0.000704828671901265
"eddyflux","i10","46","2023-08-15",-0.000464569719440866
"eddyflux","i10","46","2023-08-30",-0.002477705170351
"eddyflux","i10","46","2023-10-02",0.00190499067720146
"eddyflux","i10","46","2023-10-23",0.00429593251346339
"eddyflux","i10","46","2024-05-29",0.000542658097482394
"eddyflux","i10","46","2024-06-10",0.000514761203364999
"eddyflux","i10","46","2024-06-27",-8.47770156992313e-05
"eddyflux","i10","46","2024-07-16",-0.000157300405994778
"eddyflux","i10","46","2024-07-29",0.0011452216471767
"eddyflux","i10","46","2024-09-20",0.00140382703161477
"eddyflux","i10","46","2024-10-07",-0.00047364756564732
"eddyflux","i10","46","2024-10-28",0.000855528109938271
"eddyflux","v08","5","2022-05-16",0.00301084783602047
"eddyflux","v08","5","2022-06-01",-0.0024440984456337
"eddyflux","v08","5","2022-06-16",-0.00233033803327437
"eddyflux","v08","5","2022-06-28",0.00259996265624379
"eddyflux","v08","5","2022-07-14",-0.000892831729883978
"eddyflux","v08","5","2022-08-03",-0.00213867797770195
"eddyflux","v08","5","2022-09-19",-0.00167449292919888
"eddyflux","v08","5","2022-10-03",0.00550301857565446
"eddyflux","v08","5","2022-10-21",0.00128929733767121
"eddyflux","v08","5","2023-05-08",-0.00062538477572855
"eddyflux","v08","5","2023-05-24",0.00239203819632643
"eddyflux","v08","5","2023-06-09",-0.0011466830731716
"eddyflux","v08","5","2023-06-19",-0.00279071122904759
"eddyflux","v08","5","2023-07-05",-0.000556301103649554
"eddyflux","v08","5","2023-07-17",-5.46453511672364e-05
"eddyflux","v08","5","2023-08-04",-0.0108020363547365
"eddyflux","v08","5","2023-08-15",-0.00394212008706649
"eddyflux","v08","5","2023-09-12",-0.0026754361770105
"eddyflux","v08","5","2023-10-09",0.00540560785396596
"eddyflux","i10","5","2023-10-23",0.00335937777861786
"eddyflux","v08","5","2024-05-29",-0.00116535628857537
"eddyflux","v08","5","2024-06-10",-8.78133982203672e-05
"eddyflux","v08","5","2024-06-27",0.00390221421370566
"eddyflux","v08","5","2024-07-16",-0.00189236599036298
"eddyflux","v08","5","2024-08-19",0.00491125267964849
"eddyflux","v08","5","2024-09-06",-0.00224020623715397
"eddyflux","v08","5","2024-10-07",-0.000609870218295668
"eddyflux","v08","5","2024-10-28",-0.000759342786040796
"eddyflux","i02","504","2023-04-13",-0.00474514720714013
"eddyflux","i02","506","2023-04-13",-0.00129957414959448
"eddyflux","i02","509","2023-04-13",0.00508549981017509
"eddyflux","i10","51","2022-05-16",-0.000625456728666875
"eddyflux","i10","51","2022-06-08",0.00237714717784681
"eddyflux","i10","51","2022-06-28",0.00333574232347198
"eddyflux","i10","51","2022-07-21",-0.00102568024312385
"eddyflux","i10","51","2022-08-01",-0.0023071784439964
"eddyflux","i10","51","2022-08-31",0.00277290349480265
"eddyflux","i10","51","2022-09-21",-0.00364390225335589
"eddyflux","i10","51","2022-10-07",-0.00133483751251354
"eddyflux","i10","51","2022-10-21",0.00155871408973614
"eddyflux","i10","51","2023-05-08",0.00380907244636221
"eddyflux","i10","51","2023-05-25",6.34634834465581e-05
"eddyflux","i10","51","2023-06-09",0.00322640622590466
"eddyflux","i10","51","2023-06-20",-0.0104860733896555
"eddyflux","i10","51","2023-07-06",0.000351651772236074
"eddyflux","i10","51","2023-07-17",-0.00213867797770194
"eddyflux","i10","51","2023-08-15",0.000696854579161116
"eddyflux","i10","51","2023-08-30",-0.000774282865734741
"eddyflux","i10","51","2023-09-12",0.00197308834531077
"eddyflux","i10","51","2023-10-02",0.00351540601573543
"eddyflux","i10","51","2023-10-23",0.00683670124300808
"eddyflux","i10","51","2024-05-29",0.00248057250944958
"eddyflux","i10","51","2024-06-10",0.000630916712685514
"eddyflux","i10","51","2024-06-27",0.00013187430179663
"eddyflux","i10","51","2024-07-16",0.00179996764527063
"eddyflux","i10","51","2024-07-29",0.00331181344405774
"eddyflux","i10","51","2024-09-20",-0.00130052101541279
"eddyflux","i10","51","2024-10-07",0.000796578838852707
"eddyflux","i10","51","2024-10-28",-0.000244810793952267
"eddyflux","i10","52","2022-05-16",0.000744537518760736
"eddyflux","i10","52","2022-06-08",0.00468455470257596
"eddyflux","i10","52","2022-06-16",0.0020140129200174
"eddyflux","i10","52","2022-06-28",-0.00272516328783197
"eddyflux","i10","52","2022-07-21",0.00373775348542465
"eddyflux","i10","52","2022-08-01",-0.00374646900182446
"eddyflux","i10","52","2022-08-31",-0.00137971343037884
"eddyflux","i10","52","2022-09-21",0.00433530756179024
"eddyflux","i10","52","2022-10-07",-0.000285689784128953
"eddyflux","i10","52","2022-10-21",0.00191555011840084
"eddyflux","i10","52","2023-05-08",0.000905379996015035
"eddyflux","i10","52","2023-05-25",-0.00246268382593405
"eddyflux","i10","52","2023-06-09",0.00106931188682438
"eddyflux","i10","52","2023-06-20",-0.00345099955922356
"eddyflux","i10","52","2023-07-06",0.0016471692616442
"eddyflux","i10","52","2023-07-17",-0.00140727763950035
"eddyflux","i10","52","2023-08-15",0.00293284905320745
"eddyflux","i10","52","2023-08-30",-0.000425791838754058
"eddyflux","i10","52","2023-09-12",0.00267229339072575
"eddyflux","i10","52","2023-10-02",-0.0025924092290042
"eddyflux","i10","52","2023-10-23",0.00960883724485476
"eddyflux","i10","52","2024-05-29",0.00221351835909532
"eddyflux","i10","52","2024-06-10",7.94413687425656e-05
"eddyflux","i10","52","2024-06-27",0.00602973810190166
"eddyflux","i10","52","2024-07-16",0.00149660740318273
"eddyflux","i10","52","2024-07-29",-0.000807538897359812
"eddyflux","i10","52","2024-09-20",-0.000194888656247591
"eddyflux","i10","52","2024-10-07",-0.000402226284397732
"eddyflux","i10","52","2024-10-28",-6.16435795834425e-05
"eddyflux","i10","57","2022-05-16",-0.00336182991658413
"eddyflux","i10","57","2022-06-08",-0.00427586101238561
"eddyflux","i10","57","2022-06-16",0.000295546201204335
"eddyflux","i10","57","2022-06-28",0.0024353810635744
"eddyflux","i10","57","2022-07-21",0.00249953578233987
"eddyflux","i10","57","2022-08-01",0.000701672394607267
"eddyflux","i10","57","2022-08-31",0.00135949372856997
"eddyflux","i10","57","2022-09-21",0.000464061645611329
"eddyflux","i10","57","2022-10-07",0.00318340045172304
