plot,date,year,co2.e.gmd,co2.e.gmhr,n2o.e.gmhr,ch4.e.gmhr,experiment,site
2210,2023-06-05,2023,0.7483691,0.031182046,-8.7e-5,0,ncas,x
2210,2023-06-21,2023,0,0,-2.85282e-4,0,ncas,x
2210,2023-07-03,2023,0.567110544,0.023629606,1.576e-4,0,ncas,x
2210,2023-07-19,2023,1.407886315,0.05866193,-1.65481e-4,0,ncas,x
2210,2023-08-01,2023,2.731642158,0.113818423,0,0,ncas,x
2210,2023-08-16,2023,3.179528961,0.132480373,0,0,ncas,x
2210,2023-09-13,2023,1.014917938,0.042288247,-2.27682e-4,0,ncas,x
2210,2023-09-27,2023,0.524453333,0.021852222,-2.40933e-4,0,ncas,x
2301,2022-05-18,2022,2.673600452,0.111400019,1.4956e-4,0,ncas,x
2301,2022-06-07,2022,0,0,1.10255e-4,0,ncas,x
2301,2022-07-01,2022,0.358314112,0.014929755,0,0,ncas,x
2301,2022-07-15,2022,1.413310041,0.058887918,0,0,ncas,x
2301,2022-07-25,2022,0,0,1.81275e-4,0,ncas,x
2301,2022-08-09,2022,3.319534274,0.138313928,0,0,ncas,x
2301,2022-08-24,2022,2.450536849,0.102105702,1.50933e-4,0,ncas,x
2301,2022-09-07,2022,1.187465193,0.049477716,2.06629e-4,0,ncas,x
2301,2022-09-22,2022,0.918212951,0.038258873,-2.48369e-4,0,ncas,x
2301,2022-10-06,2022,1.284109262,0.053504553,9.53e-5,0,ncas,x
2301,2022-10-19,2022,1.065293749,0.04438724,0,0,ncas,x
2301,2023-04-14,2023,2.414183497,0.100590979,-3.01895e-4,0,ncas,x
2301,2023-04-25,2023,1.841701782,0.076737574,-1.67807e-4,0,ncas,x
2301,2023-05-09,2023,2.759605989,0.114983583,8.96e-5,0,ncas,x
2301,2023-05-22,2023,1.840352953,0.076681373,0,0,ncas,x
2301,2023-06-05,2023,1.00414825,0.04183951,-1.56927e-4,0,ncas,x
2301,2023-06-21,2023,-0.729551393,-0.030397975,-1.47364e-4,0,ncas,x
2301,2023-07-03,2023,1.437444524,0.059893522,6.79e-5,0,ncas,x
2301,2023-07-19,2023,1.368020056,0.057000836,-1.13207e-4,6.74e-5,ncas,x
2301,2023-08-01,2023,1.288551367,0.05368964,0,0,ncas,x
2301,2023-08-16,2023,1.571447206,0.065476967,0,0,ncas,x
2301,2023-09-13,2023,0.75920105,0.031633377,-1.21846e-4,0,ncas,x
2301,2023-09-27,2023,1.493985489,0.062249395,2.42531e-4,0,ncas,x
2302,2022-05-18,2022,2.15737145,0.089890477,1.09811e-4,0,ncas,x
2302,2022-06-07,2022,1.487710985,0.061987958,1.1836e-4,0,ncas,x
2302,2022-07-01,2022,0.776689602,0.032362067,1.88389e-4,0,ncas,x
2302,2022-07-15,2022,1.810890929,0.075453789,6.65e-5,0,ncas,x
2302,2022-07-25,2022,0,0,0,0,ncas,x
2302,2022-08-09,2022,3.303913861,0.137663078,-7.74e-5,0,ncas,x
2302,2022-08-24,2022,3.192316082,0.13301316999999999,1.98333e-4,0,ncas,x
2302,2022-09-07,2022,1.403943925,0.058497664,-1.90201e-4,-7.64e-5,ncas,x
2302,2022-09-22,2022,0.172735878,0.007197328,-1.07673e-4,0,ncas,x
2302,2022-10-06,2022,0,0,1.3771e-4,0,ncas,x
2302,2022-10-19,2022,0.953576888,0.03973237,1.15586e-4,0,ncas,x
2302,2023-04-14,2023,1.312748623,0.054697859,-1.42827e-4,0,ncas,x
2302,2023-04-25,2023,0.962229376,0.040092891,0,0,ncas,x
2302,2023-05-09,2023,2.682649532,0.111777064,1.62947e-4,0,ncas,x
2302,2023-05-22,2023,1.130025404,0.047084392,-2.06016e-4,0,ncas,x
2302,2023-06-05,2023,0.869025803,0.036209408,-1.32074e-4,0,ncas,x
2302,2023-06-21,2023,1.950483512,0.081270146,0,-9.57e-5,ncas,x
2302,2023-07-03,2023,0.62586514,0.026077714,-9.97e-5,0,ncas,x
2302,2023-07-19,2023,3.113746226,0.129739426,0,0,ncas,x
2302,2023-08-01,2023,2.830094394,0.1179206,0,0,ncas,x
2302,2023-08-16,2023,3.696591795,0.154024658,9.61e-5,0,ncas,x
2302,2023-09-13,2023,0,0,-1.33012e-4,0,ncas,x
2302,2023-09-27,2023,1.718617759,0.071609073,1.85378e-4,0,ncas,x
2305,2022-05-18,2022,1.791454469,0.074643936,5.61e-5,0,ncas,x
2305,2022-06-07,2022,0.804777138,0.033532381,-1.08735e-4,0,ncas,x
2305,2022-07-01,2022,0.713596384,0.029733183,0,0,ncas,x
2305,2022-07-25,2022,-0.441913346,-0.018413056,-3.03753e-4,0,ncas,x
2305,2022-08-09,2022,1.838582824,0.076607618,1.81339e-4,0,ncas,x
2305,2022-08-24,2022,2.067814368,0.086158932,-6.29e-5,0,ncas,x
2305,2022-09-07,2022,1.12986979,0.047077908,0,0,ncas,x
2305,2022-09-22,2022,0.562328123,0.023430338,0,0,ncas,x
2305,2022-10-06,2022,0.389187032,0.016216126,2.31743e-4,0,ncas,x
2305,2022-10-19,2022,0,0,-2.24438e-4,0,ncas,x
2305,2023-04-14,2023,1.385510347,0.057729598,2.02904e-4,0,ncas,x
2305,2023-04-25,2023,1.637253812,0.068218909,0,0,ncas,x
2305,2023-05-09,2023,2.599454077,0.108310587,1.53744e-4,0,ncas,x
2305,2023-05-22,2023,0.53896228,0.022456762,0,0,ncas,x
2305,2023-06-05,2023,0,0,-2.50635e-4,0,ncas,x
2305,2023-06-21,2023,-1.319679348,-0.05498664,-8.1e-5,-7.73e-5,ncas,x
2305,2023-07-03,2023,0.870910571,0.03628794,1.26651e-4,0,ncas,x
2305,2023-07-19,2023,0.485096139,0.020212339,-1.94773e-4,0,ncas,x
2305,2023-08-01,2023,1.507670283,0.062819595,0,-5.96e-5,ncas,x
2305,2023-08-16,2023,1.337503508,0.055729313,1.39714e-4,4.66e-5,ncas,x
2305,2023-09-13,2023,0.563985509,0.023499396,1.52914e-4,0,ncas,x
2305,2023-09-27,2023,1.144074552,0.047669773,1.39346e-4,0,ncas,x
2306,2022-05-18,2022,0.827800749,0.034491698,0,0,ncas,x
2306,2022-06-07,2022,1.553362614,0.064723442,1.33933e-4,0,ncas,x
2306,2022-07-01,2022,2.143100579,0.089295857,2.37191e-4,0,ncas,x
2306,2022-07-25,2022,0,0,7.09e-5,0,ncas,x
2306,2022-08-09,2022,1.57516657,0.06563194,2.73564e-4,0,ncas,x
2306,2022-08-24,2022,1.785741743,0.074405906,2.42754e-4,0,ncas,x
2306,2022-09-07,2022,0.991968603,0.041332025,0,0,ncas,x
2306,2022-09-22,2022,0,0,0,0,ncas,x
2306,2022-10-06,2022,0,0,0,-7.8e-5,ncas,x
2306,2022-10-19,2022,0,0,0,0,ncas,x
2306,2023-04-14,2023,0.709660059,0.029569169,0,0,ncas,x
2306,2023-04-25,2023,0.489400141,0.020391673,0,0,ncas,x
2306,2023-05-09,2023,0.645520927,0.026896705,3.34529e-4,-3.82e-5,ncas,x
2306,2023-05-22,2023,0.851024006,0.035459334,0,-9.07e-5,ncas,x
2306,2023-06-05,2023,0,0,-2.79759e-4,0,ncas,x
2306,2023-06-21,2023,-0.177166945,-0.007381956,-3.8147e-4,0,ncas,x
2306,2023-07-03,2023,1.517323333,0.063221806,7.7e-5,-7.07e-5,ncas,x
2306,2023-07-19,2023,1.871813994,0.07799225,0,0,ncas,x
2306,2023-08-01,2023,2.58959254,0.107899689,9.41e-5,-4.35e-5,ncas,x
2306,2023-08-16,2023,1.621967162,0.067581965,6.41e-5,0,ncas,x
2306,2023-09-13,2023,0,0,0,0,ncas,x
2306,2023-09-27,2023,0.397742203,0.016572592,0,0,ncas,x
2307,2022-05-18,2022,1.302647573,0.054276982,0,0,ncas,x
2307,2022-06-07,2022,0.808412208,0.033683842,0,0,ncas,x
2307,2022-07-01,2022,1.05237142,0.043848809,3.60237e-4,0,ncas,x
2307,2022-07-25,2022,0.672916141,0.028038173,0,0,ncas,x
2307,2022-08-09,2022,2.053246665,0.085551944,0,0,ncas,x
2307,2022-08-24,2022,1.754224741,0.073092698,0,0,ncas,x
2307,2022-09-07,2022,1.887507311,0.078646138,0,0,ncas,x
2307,2022-09-22,2022,0.833317453,0.034721561,1.17058e-4,0,ncas,x
2307,2022-10-06,2022,0.377536168,0.015730674,0,0,ncas,x
2307,2022-10-19,2022,0,0,0,0,ncas,x
2307,2023-04-14,2023,0.854907765,0.035621157,-1.2204e-4,0,ncas,x
2307,2023-04-25,2023,1.230761713,0.051281738,0,0,ncas,x
2307,2023-05-09,2023,3.046689533,0.126945397,0,0,ncas,x
2307,2023-05-22,2023,1.7974535,0.074893896,0,0,ncas,x
2307,2023-06-05,2023,0.497058342,0.020710764,-2.10839e-4,0,ncas,x
2307,2023-06-21,2023,0.468032008,0.019501334,-8.18e-5,0,ncas,x
2307,2023-07-03,2023,0.39300067,0.016375028,6.04e-5,0,ncas,x
2307,2023-07-19,2023,1.209227154,0.050384465,0,0,ncas,x
2307,2023-08-01,2023,0.708089009,0.029503709,0,0,ncas,x
2307,2023-08-16,2023,2.55627807,0.106511586,1.31444e-4,0,ncas,x
2307,2023-09-13,2023,0.881929899,0.036747079,0,0,ncas,x
2307,2023-09-27,2023,0.812308252,0.033846177,8.49e-5,0,ncas,x
2308,2022-05-18,2022,2.875029021,0.119792876,0,0,ncas,x
2308,2022-06-07,2022,1.86409887,0.077670786,0,0,ncas,x
2308,2022-07-01,2022,1.300810161,0.054200423,0,0,ncas,x
2308,2022-07-25,2022,1.266591618,0.052774651,0,0,ncas,x
2308,2022-08-09,2022,4.098959186,0.170789966,2.92587e-4,-9.43e-5,ncas,x
2308,2022-08-24,2022,3.409360269,0.142056678,0,0,ncas,x
2308,2022-09-07,2022,1.531339918,0.06380583,0,6.85e-5,ncas,x
2308,2022-09-22,2022,0.665141602,0.027714233,2.37217e-4,0,ncas,x
2308,2022-10-06,2022,0.237320382,0.009888349,-1.14059e-4,0,ncas,x
2308,2022-10-19,2022,0.717277673,0.02988657,5.4e-5,0,ncas,x
2308,2023-04-14,2023,0.690787956,0.028782832,-3.138e-4,0,ncas,x
2308,2023-04-25,2023,0.902332032,0.037597168,1.70977e-4,0,ncas,x
2308,2023-05-09,2023,1.860591915,0.077524663,0,0,ncas,x
2308,2023-05-22,2023,2.209594277,0.092066428,2.77589e-4,-1.06578e-4,ncas,x
2308,2023-06-05,2023,0.758023412,0.031584309,-1.49798e-4,0,ncas,x
2308,2023-06-21,2023,0.441174857,0.018382286,-3.0604e-4,0,ncas,x
2308,2023-07-03,2023,1.291042787,0.053793449,6.39e-5,0,ncas,x
2308,2023-07-19,2023,1.864124244,0.077671843,0,0,ncas,x
2308,2023-08-01,2023,2.873938362,0.119747432,7.44e-5,6.6e-5,ncas,x
2308,2023-08-16,2023,2.370026331,0.098751097,0,0,ncas,x
2308,2023-09-13,2023,0.897670719,0.037402947,6.98e-5,0,ncas,x
2308,2023-09-27,2023,2.268716576,0.094529857,-1.36487e-4,0,ncas,x
2310,2022-05-18,2022,1.159069963,0.048294582,1.0713e-4,0,ncas,x
2310,2022-06-07,2022,0.338631341,0.014109639,0,6.67e-5,ncas,x
2310,2022-07-01,2022,1.416991067,0.059041294,0,0,ncas,x
2310,2022-07-15,2022,0,0,0,0,ncas,x
2310,2022-07-25,2022,0,0,0,0,ncas,x
2310,2022-08-09,2022,1.575277979,0.065636582,0,0,ncas,x
2310,2022-08-24,2022,2.117909069,0.088246211,1.36169e-4,-7.63e-5,ncas,x
2310,2022-09-07,2022,1.12477505,0.046865627,0,0,ncas,x
2310,2022-09-22,2022,0.317815112,0.013242296,8.09e-5,0,ncas,x
2310,2022-10-06,2022,0,0,1.4234e-4,0,ncas,x
2310,2022-10-19,2022,0,0,-2.4457e-4,0,ncas,x
2310,2023-04-14,2023,0,0,-1.98055e-4,0,ncas,x
2310,2023-04-25,2023,0.801172666,0.033382194,-1.4774e-4,0,ncas,x
2310,2023-05-09,2023,1.320906073,0.055037753,1.86987e-4,0,ncas,x
2310,2023-05-22,2023,1.354300132,0.056429172,-6e-5,0,ncas,x
2310,2023-06-05,2023,0,0,0,0,ncas,x
2310,2023-06-21,2023,-0.311763029,-0.012990126,1.96951e-4,0,ncas,x
2310,2023-07-03,2023,0.795073081,0.033128045,6.39e-5,9.7e-5,ncas,x
2310,2023-07-19,2023,1.101784626,0.045907693,-5.43e-5,0,ncas,x
2310,2023-08-01,2023,2.168377149,0.090349048,9.32e-5,0,ncas,x
2310,2023-08-16,2023,1.582413895,0.065933912,0,0,ncas,x
2310,2023-09-13,2023,0.642375642,0.026765652,-1.44255e-4,0,ncas,x
2310,2023-09-27,2023,1.332723019,0.055530126,3.21174e-4,0,ncas,x
2311,2022-05-18,2022,1.03433486,0.043097286,0,0,ncas,x
2311,2022-06-07,2022,0,0,0,0,ncas,x
2311,2022-07-01,2022,1.580644947,0.065860206,6.33e-5,0,ncas,x
2311,2022-07-15,2022,1.098497806,0.045770742,1.14421e-4,0,ncas,x
2311,2022-07-25,2022,0.509403296,0.021225137,7.43e-5,0,ncas,x
2311,2022-08-09,2022,0.974051753,0.04058549,0,0,ncas,x
2311,2022-08-24,2022,0.984726317,0.041030263,-1.03824e-4,0,ncas,x
2311,2022-09-07,2022,-0.719113433,-0.02996306,0,0,ncas,x
2311,2022-09-22,2022,0,0,-1.98146e-4,0,ncas,x
2311,2022-10-06,2022,0.500995983,0.020874833,-9.63e-5,0,ncas,x
2311,2022-10-19,2022,0.489969467,0.020415394,0,0,ncas,x
2311,2023-04-14,2023,0.14364584,0.005985243,-3.36367e-4,0,ncas,x
2311,2023-04-25,2023,0.595342527,0.024805939,-3.50047e-4,0,ncas,x
2311,2023-05-09,2023,1.364078789,0.056836616,-1.05815e-4,-4.63e-5,ncas,x
2311,2023-05-22,2023,1.358038904,0.056584954,0,0,ncas,x
2311,2023-06-05,2023,1.338762913,0.055781788,0,0,ncas,x
2311,2023-06-21,2023,0.895590581,0.037316274,9.08e-5,0,ncas,x
2311,2023-07-03,2023,0.684020219,0.028500842,0,0,ncas,x
2311,2023-07-19,2023,1.264696392,0.052695683,0,6.51e-5,ncas,x
2311,2023-08-01,2023,2.069980555,0.08624919,0,0,ncas,x
2311,2023-08-16,2023,1.57521583,0.065633993,0,-9.88e-5,ncas,x
2311,2023-09-13,2023,0.725694832,0.030237285,-1.00493e-4,0,ncas,x
2311,2023-09-27,2023,1.615075518,0.067294813,0,0,ncas,x
2312,2022-05-18,2022,0.991628195,0.041317841,0,0,ncas,x
2312,2022-06-07,2022,0.34983891,0.014576621,1.51435e-4,0,ncas,x
2312,2022-07-01,2022,2.176770181,0.090698758,-1.47493e-4,0,ncas,x
2312,2022-07-15,2022,0.685707295,0.028571137,1.07291e-4,0,ncas,x
2312,2022-07-25,2022,0.404253461,0.016843894,0,0,ncas,x
2312,2022-08-09,2022,1.737030361,0.072376265,-1.19477e-4,0,ncas,x
2312,2022-08-24,2022,0.872761962,0.036365082,-6.14e-5,0,ncas,x
2312,2022-09-07,2022,0.719541747,0.029980906,-9.75e-5,0,ncas,x
2312,2022-09-22,2022,0,0,1.53737e-4,0,ncas,x
2312,2022-10-06,2022,0.233488945,0.009728706,0,0,ncas,x
2312,2022-10-19,2022,0,0,-7.54e-5,0,ncas,x
2312,2023-04-14,2023,0.380547066,0.015856128,-2.72947e-4,0,ncas,x
2312,2023-04-25,2023,1.017958174,0.042414924,7.37e-5,0,ncas,x
2312,2023-05-09,2023,1.749668254,0.072902844,-9.45e-5,0,ncas,x
2312,2023-05-22,2023,0.815478876,0.033978286,0,0,ncas,x
2312,2023-06-05,2023,0.714390174,0.029766257,0,-7.5e-5,ncas,x
2312,2023-06-21,2023,0,0,0,0,ncas,x
2312,2023-07-03,2023,0.48515444,0.020214768,0,0,ncas,x
2312,2023-07-19,2023,1.410512623,0.058771359,1.77414e-4,0,ncas,x
2312,2023-08-01,2023,1.03606382,0.043169326,-9.36e-5,0,ncas,x
2312,2023-08-16,2023,0.92266717,0.038444465,0,0,ncas,x
2312,2023-09-13,2023,0.936186185,0.039007758,1.22654e-4,0,ncas,x
2312,2023-09-27,2023,0.654218014,0.027259084,0,-7.51e-5,ncas,x
2402,2022-05-18,2022,1.837323427,0.076555143,0,0,ncas,x
2402,2022-06-07,2022,-0.382152293,-0.015923012,0,0,ncas,x
2402,2022-07-01,2022,1.131832459,0.047159686,0,0,ncas,x
2402,2022-07-15,2022,0.775798956,0.032324957,-1.19952e-4,0,ncas,x
2402,2022-07-25,2022,0,0,0,0,ncas,x
2402,2022-08-09,2022,0.925276335,0.038553181,-8.81e-5,0,ncas,x
2402,2022-08-24,2022,1.07690242,0.044870934,0,0,ncas,x
2402,2022-09-07,2022,0.500030937,0.020834622,-1.02001e-4,0,ncas,x
2402,2022-09-22,2022,1.096081853,0.045670077,6.45e-5,0,ncas,x
2402,2022-10-06,2022,0.217106027,0.009046084,0,-3.5e-5,ncas,x
2402,2022-10-19,2022,0.424980406,0.017707517,-8.48e-5,0,ncas,x
2402,2023-04-14,2023,0,0,0,0,ncas,x
2402,2023-04-25,2023,0.881838523,0.036743272,0,-8.58e-5,ncas,x
2402,2023-05-09,2023,1.344264154,0.056011006,0,0,ncas,x
2402,2023-05-22,2023,1.147833171,0.047826382,0,0,ncas,x
2402,2023-06-05,2023,0.19708902,0.008212043,0,0,ncas,x
2402,2023-06-21,2023,0.349286712,0.014553613,7.51e-5,0,ncas,x
2402,2023-07-03,2023,0.620874983,0.025869791,0,0,ncas,x
2402,2023-07-19,2023,1.119929524,0.04666373,0,0,ncas,x
2402,2023-08-01,2023,1.059806135,0.044158589,-9.3e-5,0,ncas,x
2402,2023-08-17,2023,1.975296821,0.082304034,1.12362e-4,0,ncas,x
2402,2023-09-13,2023,0.427813779,0.017825574,0,0,ncas,x
2402,2023-09-27,2023,1.144998928,0.047708289,1.51013e-4,0,ncas,x
2403,2022-05-18,2022,1.040402396,0.0433501,1.37857e-4,0,ncas,x
2403,2022-06-07,2022,1.266710487,0.052779604,1.32626e-4,0,ncas,x
2403,2022-07-01,2022,1.085118736,0.045213281,-1.59561e-4,0,ncas,x
2403,2022-07-15,2022,1.883600652,0.078483361,1.58883e-4,0,ncas,x
2403,2022-07-25,2022,0.769983966,0.032082665,2.91653e-4,0,ncas,x
2403,2022-08-09,2022,1.92562959,0.080234566,0,0,ncas,x
2403,2022-08-24,2022,1.330952673,0.055456361,0,0,ncas,x
2403,2022-09-07,2022,1.072865395,0.044702725,0,0,ncas,x
2403,2022-09-22,2022,0.968712696,0.040363029,0,0,ncas,x
2403,2022-10-06,2022,0.684558766,0.028523282,1.47845e-4,0,ncas,x
2403,2022-10-19,2022,0.46507177,0.01937799,0,0,ncas,x
2403,2023-04-14,2023,1.012638432,0.042193268,5.79e-5,0,ncas,x
2403,2023-04-25,2023,0.605191305,0.025216304,0,0,ncas,x
2403,2023-05-09,2023,0.960147772,0.040006157,0,0,ncas,x
2403,2023-05-22,2023,1.240545682,0.051689403,0,0,ncas,x
2403,2023-06-05,2023,0.186465368,0.00776939,-1.14696e-4,0,ncas,x
2403,2023-06-21,2023,1.273254487,0.05305227,3.54208e-4,0,ncas,x
2403,2023-07-03,2023,1.049370364,0.043723765,8.81e-5,0,ncas,x
2403,2023-07-19,2023,0.425121942,0.017713414,0,0,ncas,x
2403,2023-08-01,2023,0.626128704,0.026088696,0,0,ncas,x
2403,2023-08-17,2023,0.609479428,0.025394976,0,0,ncas,x
2403,2023-09-13,2023,0.584565227,0.024356884,0,0,ncas,x
2403,2023-09-27,2023,0.964170442,0.040173768,0,-7.86e-5,ncas,x
2404,2022-05-18,2022,2.014587875,0.083941161,1.95544e-4,0,ncas,x
2404,2022-06-07,2022,0.966971421,0.040290476,-1.73584e-4,0,ncas,x
2404,2022-07-01,2022,2.052695577,0.085528982,-1.3902e-4,0,ncas,x
2404,2022-07-15,2022,-0.415684719,-0.017320197,-1.27849e-4,0,ncas,x
2404,2022-07-25,2022,0.930533715,0.038772238,2.51951e-4,0,ncas,x
2404,2022-08-09,2022,4.29401137,0.17891714,0,0,ncas,x
2404,2022-08-24,2022,2.061723183,0.085905133,0,0,ncas,x
2404,2022-09-07,2022,1.966747653,0.081947819,5.62e-5,0,ncas,x
2404,2022-09-22,2022,0,0,0,0,ncas,x
2404,2022-10-06,2022,0.384678501,0.016028271,1.36757e-4,0,ncas,x
2404,2022-10-19,2022,0,0,0,4.99e-5,ncas,x
2404,2023-04-14,2023,1.276390465,0.053182936,0,0,ncas,x
2404,2023-04-25,2023,1.075934348,0.044830598,0,-7.95e-5,ncas,x
2404,2023-05-09,2023,2.092032472,0.08716802,2.9474e-4,0,ncas,x
2404,2023-05-22,2023,1.845053517,0.07687723,0,0,ncas,x
2404,2023-06-05,2023,1.178164157,0.049090173,-8.79e-5,9.39e-5,ncas,x
2404,2023-06-21,2023,0,0,0,0,ncas,x
2404,2023-07-03,2023,0.708151871,0.029506328,0,0,ncas,x
2404,2023-07-19,2023,1.057222353,0.044050931,-8.11e-5,0,ncas,x
2404,2023-08-01,2023,1.427729171,0.059488715,-1.01978e-4,4.67e-5,ncas,x
2404,2023-08-16,2023,2.955619185,0.123150799,0,0,ncas,x
2404,2023-09-13,2023,0.319098251,0.01329576,0,0,ncas,x
2404,2023-09-27,2023,2.311229967,0.096301249,0,0,ncas,x
2405,2022-05-18,2022,1.816906218,0.075704426,0,0,ncas,x
2405,2022-06-07,2022,1.850311605,0.077096317,0,0,ncas,x
2405,2022-07-01,2022,1.930194079,0.080424753,-1.56389e-4,0,ncas,x
2405,2022-07-15,2022,0.995170111,0.041465421,1.35022e-4,0,ncas,x
2405,2022-07-25,2022,0.736559043,0.03068996,0,0,ncas,x
2405,2022-08-09,2022,2.310161028,0.09625671,1.27088e-4,0,ncas,x
2405,2022-08-24,2022,1.311087256,0.054628636,0,9.13e-5,ncas,x
2405,2022-09-07,2022,1.474018656,0.061417444,0,0,ncas,x
2405,2022-09-22,2022,0.361419716,0.015059155,-2.88095e-4,4.77e-5,ncas,x
2405,2022-10-06,2022,0.243426079,0.010142753,0,0,ncas,x
2405,2022-10-19,2022,0,0,0,0,ncas,x
2405,2023-04-14,2023,1.052039934,0.043834997,0,0,ncas,x
2405,2023-04-25,2023,0.707835636,0.029493151,0,0,ncas,x
2405,2023-05-09,2023,0.852635296,0.035526471,0,0,ncas,x
2405,2023-05-22,2023,1.034864168,0.04311934,0,-4.43e-5,ncas,x
2405,2023-06-05,2023,0,0,1.01485e-4,7.32e-5,ncas,x
2405,2023-06-21,2023,0.751085048,0.03129521,2.25781e-4,0,ncas,x
2405,2023-07-03,2023,0.838118288,0.034921595,0,0,ncas,x
2405,2023-07-19,2023,0.945713639,0.039404735,8.73e-5,5.84e-5,ncas,x
2405,2023-08-01,2023,0.573878899,0.023911621,0,1.09808e-4,ncas,x
2405,2023-08-16,2023,1.335224806,0.055634367,2.62735e-4,0,ncas,x
2405,2023-09-13,2023,0.551118395,0.022963266,-1.76041e-4,0,ncas,x
2405,2023-09-27,2023,0.883589562,0.036816232,-1.19227e-4,0,ncas,x
2406,2022-05-18,2022,0.880522697,0.036688446,0,0,ncas,x
2406,2022-06-07,2022,0.397147758,0.016547823,-2.49629e-4,0,ncas,x
2406,2022-07-01,2022,1.454279014,0.060594959,0,0,ncas,x
2406,2022-07-15,2022,0.992420204,0.041350842,1.41916e-4,0,ncas,x
2406,2022-07-25,2022,0,0,9.63e-5,0,ncas,x
2406,2022-08-09,2022,1.481964717,0.06174853,-1.59011e-4,0,ncas,x
2406,2022-08-24,2022,1.53152308,0.063813462,0,0,ncas,x
2406,2022-09-07,2022,0.571884137,0.023828506,0,0,ncas,x
2406,2022-09-22,2022,0.872819481,0.036367478,0,0,ncas,x
2406,2022-10-06,2022,0.56116421,0.023381842,0,0,ncas,x
2406,2022-10-19,2022,0,0,0,0,ncas,x
2406,2023-04-14,2023,1.15670414,0.048196006,0,0,ncas,x
2406,2023-04-25,2023,0.688582089,0.02869092,0,0,ncas,x
2406,2023-05-09,2023,0.663120664,0.027630028,1.84565e-4,0,ncas,x
2406,2023-05-22,2023,0,0,0,0,ncas,x
2406,2023-06-05,2023,0,0,1.30845e-4,0,ncas,x
2406,2023-07-03,2023,-0.177032335,-0.007376347,1.07821e-4,0,ncas,x
2406,2023-07-19,2023,2.407750908,0.100322955,0,0,ncas,x
2406,2023-08-01,2023,2.300511834,0.09585466,0,0,ncas,x
2406,2023-08-16,2023,1.744587619,0.072691151,0,0,ncas,x
2406,2023-09-13,2023,0.528840209,0.022035009,9.1e-5,0,ncas,x
2406,2023-09-27,2023,1.275566475,0.053148603,1.03356e-4,0,ncas,x
2409,2022-05-18,2022,0.998478893,0.041603287,0,0,ncas,x
2409,2022-06-07,2022,0.528956118,0.022039838,0,0,ncas,x
2409,2022-07-01,2022,1.830690178,0.076278757,-1.29154e-4,0,ncas,x
2409,2022-07-15,2022,1.230756305,0.051281513,0,7.44e-5,ncas,x
2409,2022-07-25,2022,0.904612559,0.03769219,0,0,ncas,x
2409,2022-08-09,2022,2.696657832,0.112360743,-1.72876e-4,0,ncas,x
2409,2022-08-24,2022,2.080490075,0.086687086,1.27226e-4,-6.69e-5,ncas,x
2409,2022-09-07,2022,0.887037633,0.036959901,-1.65155e-4,0,ncas,x
2409,2022-09-22,2022,1.557813451,0.064908894,0,0,ncas,x
2409,2022-10-06,2022,1.293273472,0.053886395,0,0,ncas,x
2409,2022-10-19,2022,0.515449733,0.021477072,0,0,ncas,x
2409,2023-04-14,2023,1.430702813,0.059612617,1.84971e-4,0,ncas,x
2409,2023-04-25,2023,0.378845186,0.015785216,6.94e-5,0,ncas,x
2409,2023-05-09,2023,0,0,9.24e-5,0,ncas,x
2409,2023-05-22,2023,0.897072001,0.037378,-3.3358e-4,0,ncas,x
2409,2023-06-05,2023,1.465364316,0.061056847,-1.95764e-4,0,ncas,x
2409,2023-06-21,2023,0.488548134,0.020356172,0,0,ncas,x
2409,2023-07-03,2023,0,0,-1.72191e-4,0,ncas,x
2409,2023-07-19,2023,0.710655475,0.029610645,8.59e-5,0,ncas,x
2409,2023-08-01,2023,2.619316396,0.109138183,0,0,ncas,x
2409,2023-08-16,2023,2.561406455,0.106725269,0,0,ncas,x
2409,2023-09-13,2023,0.23323823900000001,0.00971826,-2.88002e-4,0,ncas,x
2409,2023-09-27,2023,0.286307239,0.011929468,0,0,ncas,x
2410,2022-05-18,2022,0.747444609,0.031143525,0,0,ncas,x
2410,2022-06-07,2022,1.208525069,0.050355211,0,-4.68e-5,ncas,x
2410,2022-07-01,2022,0.932797637,0.038866568,0,0,ncas,x
2410,2022-07-15,2022,0.997191089,0.041549629,-7.87e-5,0,ncas,x
2410,2022-07-25,2022,1.289189912,0.053716246,0,-6.38e-5,ncas,x
2410,2022-08-09,2022,1.2784328,0.053268033,0,0,ncas,x
2410,2022-08-24,2022,0.946332314,0.039430513,0,0,ncas,x
2410,2022-09-07,2022,1.227630555,0.051151273,1.32362e-4,0,ncas,x
2410,2022-09-22,2022,0.819661194,0.03415255,0,0,ncas,x
2410,2022-10-06,2022,0,0,0,0,ncas,x
2410,2022-10-19,2022,0,0,0,0,ncas,x
2410,2023-04-14,2023,1.51304225,0.063043427,0,0,ncas,x
2410,2023-04-25,2023,0.550526983,0.022938624,-8.73e-5,0,ncas,x
2410,2023-05-09,2023,0.738001196,0.03075005,8.47e-5,-5.75e-5,ncas,x
2410,2023-05-22,2023,1.258580807,0.052440867,1.70339e-4,0,ncas,x
2410,2023-06-05,2023,-0.523763472,-0.021823478,0,0,ncas,x
2410,2023-06-21,2023,0.374331585,0.015597149,-1.08212e-4,0,ncas,x
2410,2023-07-03,2023,0.336827953,0.014034498,0,9.86e-5,ncas,x
