"experiment","site","plot","date","slope_CO2_ugcm3","slope_N2O_ugcm3","slope_CH4_ugcm3","co2.e.gmhr","n2o.e.gmhr","ch4.e.gmhr"
"atat","r100",1403,"2023-08-08",2.76e-05,0,0,0.03252672377,0,0
"atat","r100",1403,"2023-08-21",3.6e-05,0,0,0.04233426757,0,0
"atat","r100",1404,"2022-09-02",9.64e-05,-3.99e-07,0,0.1135170544,-0.000403,0
"atat","r100",1404,"2022-09-08",0.000276,0,0,0.3251828427,0,0
"atat","r100",1404,"2022-09-15",0.000179,1.17e-07,0,0.2102361489,0.000118,0
"atat","r100",1404,"2022-09-27",6.43e-05,0,0,0.07572677839,0,0
"atat","r100",1404,"2022-10-11",0.000124,2.4e-07,0,0.1455877316,0.000242,0
"atat","r100",1404,"2022-10-27",2.78e-05,0,0,0.0327127586,0,0
"atat","r100",1404,"2023-05-17",8.18e-05,1.36e-07,0,0.09634047935,0.000137,0
"atat","r100",1404,"2023-06-01",0.00021,-1.45e-07,0,0.2468285599,-0.000147,0
"atat","r100",1404,"2023-06-15",0.000285,1.29e-07,0,0.3359939787,0.00013,0
"atat","r100",1404,"2023-06-28",3.4e-05,-6.31e-07,0,0.04000575625,-0.000637,0
"atat","r100",1404,"2023-07-11",6.56e-05,9.5e-08,0,0.07727328718,9.59e-05,0
"atat","r100",1404,"2023-07-25",0.000192,0,0,0.226058219,0,0
"atat","r100",1404,"2023-08-08",4.3e-05,0,0,0.05067856984,0,0
"atat","r100",1404,"2023-08-21",6.13e-05,0,2.62e-07,0.07215269262,0,0.000112
"atat","r100",1405,"2022-09-27",9.32e-05,0,0,0.1097608555,0,0
"atat","r100",1405,"2022-10-11",9.47e-05,-2.5e-07,0,0.1115228591,-0.000252,0
"atat","r100",1405,"2022-10-27",1.26e-05,1.06e-07,0,0.01480522779,0.000107,0
"atat","r100",1405,"2023-05-16",-2.06e-05,-5.06e-07,0,-0.02430495356,-0.00051,0
"atat","r100",1405,"2023-06-01",5.98e-05,0,0,0.07038009293,0,0
"atat","r100",1405,"2023-06-15",4.01e-05,0,0,0.04725907419,0,0
"atat","r100",1405,"2023-06-28",3.02e-05,0,0,0.03558510683,0,0
"atat","r100",1405,"2023-07-11",4.11e-05,0,0,0.04843054025,0,0
"atat","r100",1405,"2023-07-25",9.09e-05,0,0,0.1070503076,0,0
"atat","r100",1405,"2023-08-08",2.15e-05,0,0,0.02528705657,0,0
"atat","r100",1405,"2023-08-21",4.19e-05,3.04e-07,0,0.04932568471,0.000307,0
"atat","r100",1406,"2022-09-27",4.29e-05,2.61e-07,0,0.05051888316,0.000264,0
"atat","r100",1406,"2022-10-11",5.72e-05,0,0,0.06737776187,0,0
"atat","r100",1406,"2022-10-27",9.32e-06,0,0,0.01097659193,0,0
"atat","r100",1406,"2023-05-17",6.13e-05,0,0,0.07219371424,0,0
"atat","r100",1406,"2023-06-01",5.63e-05,-2.71e-07,0,0.06629678402,-0.000273,0
"atat","r100",1406,"2023-06-15",1.77e-05,-9.48e-08,0,0.02087272208,-9.56e-05,0
"atat","r100",1406,"2023-06-28",5.78e-05,0,0,0.06809611132,0,0
"atat","r100",1406,"2023-07-11",6.6e-05,1.04e-07,0,0.07775200406,0.000105,0
"atat","r100",1406,"2023-07-25",0.000185,1.06e-07,0,0.2181650217,0.000107,0
"atat","r100",1406,"2023-08-08",5e-05,0,0,0.05884490763,0,0
"atat","r100",1406,"2023-08-21",6.59e-05,2e-07,0,0.07760840173,0.000201,0
"atat","r100",1407,"2023-05-16",3.52e-05,0,0,0.04149555817,0,0
"atat","r100",1407,"2023-06-01",7.51e-05,0,0,0.08836467844,0,0
"atat","r100",1407,"2023-06-15",4.19e-05,0,0,0.04934752436,0,0
"atat","r100",1407,"2023-06-28",7.34e-05,3.52e-07,0,0.08644252289,0.000355,0
"atat","r100",1407,"2023-07-11",6.46e-05,-1.69e-07,0,0.07606219158,-0.000171,0
"atat","r100",1407,"2023-07-25",0.00017,0,0,0.200332853,0,0
"atat","r100",1407,"2023-08-08",4.58e-05,0,0,0.05386512066,0,0
"atat","r100",1407,"2023-08-21",5.59e-05,0,0,0.0658173522,0,0
"atat","r100",1408,"2022-09-02",7.5e-05,-3.48e-07,0,0.08828460741,-0.000351,0
"atat","r100",1408,"2022-09-08",0.000112,0,0,0.1320161274,0,0
"atat","r100",1408,"2022-09-15",7.67e-05,0,0,0.09034963789,0,0
"atat","r100",1408,"2022-09-27",0.000101,9.51e-07,-1.97e-07,0.1184487494,0.00096,-8.43e-05
"atat","r100",1408,"2022-10-11",1.89e-05,1.88e-07,0,0.02224588114,0.00019,0
"atat","r100",1408,"2022-10-27",0,-3.9e-07,0,0,-0.000393,0
"atat","r100",1408,"2023-05-17",2.35e-05,0,0,0.02762522227,0,0
"atat","r100",1408,"2023-06-01",3.05e-05,0,2.5e-07,0.03585681829,0,0.000107
"atat","r100",1408,"2023-06-15",3.88e-05,2.22e-07,0,0.04571638078,0.000224,0
"atat","r100",1408,"2023-06-28",4.95e-05,-5.87e-07,0,0.05827505076,-0.000592,0
"atat","r100",1408,"2023-07-11",5.94e-05,0,0,0.06988586121,0,0
"atat","r100",1408,"2023-07-25",0.000163,0,0,0.1918562443,0,0
"atat","r100",1408,"2023-08-08",2.23e-05,0,0,0.02622736275,0,0
"atat","r100",1408,"2023-08-21",0,0,0,0,0,0
"atat","r100",1409,"2023-05-17",2.01e-05,1.38e-07,0,0.02367876194,0.000139,0
"atat","r100",1409,"2023-06-01",2.89e-05,-2.83e-07,0,0.0339638397,-0.000286,0
"atat","r100",1409,"2023-06-15",2.27e-05,-1.03e-07,0,0.02668193056,-0.000104,0
"atat","r100",1409,"2023-06-28",0,0,0,0,0,0
"atat","r100",1409,"2023-07-11",8.91e-05,0,0,0.1048483847,0,0
"atat","r100",1409,"2023-07-25",9.69e-05,8.64e-08,0,0.1140844981,8.72e-05,0
"atat","r100",1409,"2023-08-08",2.08e-05,0,0,0.02452853519,0,0
"atat","r100",1409,"2023-08-21",7.54e-05,2.04e-07,0,0.0888177109,0.000206,0
"atat","r100",1410,"2022-09-27",7.8e-05,4.83e-07,0,0.09180613728,0.000488,0
"atat","r100",1410,"2022-10-11",3.63e-05,-1.26e-07,0,0.04267520605,-0.000127,0
"atat","r100",1410,"2022-10-27",1.59e-05,0,0,0.01876794614,0,0
"atat","r100",1410,"2023-05-17",2.77e-05,-1.76e-07,1.7e-07,0.03258296305,-0.000177,7.27e-05
"atat","r100",1410,"2023-06-01",1.57e-05,-1.63e-07,0,0.01847806787,-0.000164,0
"atat","r100",1410,"2023-06-15",1.19e-05,-2.44e-07,0,0.01400304334,-0.000246,0
"atat","r100",1410,"2023-06-28",6.04e-05,0,0,0.0711425735,0,0
"atat","r100",1410,"2023-07-11",5.85e-05,0,0,0.06888253878,0,0
"atat","r100",1410,"2023-07-25",0.000166,-1.21e-07,0,0.1951351049,-0.000122,0
"atat","r100",1410,"2023-08-08",3.13e-05,1.94e-07,0,0.03683181625,0.000196,0
"atat","r100",1410,"2023-08-21",0.000119,3.76e-07,0,0.1404139163,0.00038,0
"atat","v08",1101,"2023-06-14",6.85e-06,-1.7e-07,0,0.008058906464,-0.000171,0
"atat","v08",1102,"2023-06-14",2.92e-05,0,0,0.03436470979,0,0
"atat","v08",1103,"2023-06-14",7.01e-05,-1.11e-07,0,0.08257747446,-0.000112,0
"atat","v08",1104,"2023-06-14",0.000133,0,0,0.1566475979,0,0
"atat","v08",1105,"2023-06-14",3.03e-05,0,0,0.03565365819,0,0
"atat","v08",1106,"2023-06-14",5.92e-05,8.53e-08,0,0.06971376022,8.6e-05,0
"atat","v08",1107,"2023-06-14",4.12e-05,-2.64e-07,0,0.04851095019,-0.000266,0
"atat","v08",1108,"2023-06-14",1.19e-05,-3.4e-07,0,0.01398467975,-0.000343,0
"atat","v08",1109,"2023-06-14",5.04e-05,2.16e-07,0,0.05937452517,0.000218,0
"atat","v08",1110,"2023-06-14",3.69e-05,-6.3e-08,0,0.04338966573,-6.35e-05,0
"eddyflux","i10",33,"2024-05-29",0.000292655025032931,0,0,0.344518629898811,0,0
"eddyflux","i10",33,"2024-06-10",0.000465804435255628,0,0,0.548353153399641,0,0
"eddyflux","i10",33,"2024-06-27",0.000488607423824606,4.94693164032237e-07,0,0.575197231605709,0.000499166975784201,0
"eddyflux","i10",33,"2024-07-16",0.00060848444146813,7.27889803732794e-07,0,0.716318559935045,0.000734472554809303,0
"eddyflux","i10",33,"2024-07-29",0.00049369008638582,0,0,0.581180631144569,0,0
"eddyflux","i10",33,"2024-09-20",0.000217982885181043,0,0,0.256613276794111,0,0
"eddyflux","i10",33,"2024-10-07",0.000392053678187065,0,0,0.461532468272494,0,0
"eddyflux","i10",33,"2024-10-28",0.000137051223455846,3.68635943019576e-07,2.47966200461914e-07,0.161339104721167,0.000371969742501733,0.000106149149665195
"eddyflux","i10",36,"2024-05-29",0.000218707418598166,0,0,0.257466210244185,0,0
"eddyflux","i10",36,"2024-06-10",0.000354498749529952,0,0,0.417322147382087,0,0
"eddyflux","i10",36,"2024-06-27",0.000320662787150452,0,1.71023062745214e-07,0.377489858840376,0,7.32113999800147e-05
"eddyflux","i10",36,"2024-07-16",0.000427905348212157,0,0,0.503737683218792,0,0
"eddyflux","i10",36,"2024-07-29",0.00038871917396891,0,0,0.457607031405311,0,0
"eddyflux","i10",36,"2024-10-07",0.00018150564767493,0,0,0.213671632834006,0,0
"eddyflux","i10",36,"2024-10-28",0.000129979137211792,-3.13136849936343e-07,0,0.153013720719804,-0.000315968737298197,0
"eddyflux","i10",37,"2024-05-29",0.000204606944125681,0,0,0.240866884312102,0,0
"eddyflux","i10",37,"2024-06-10",0.000150450021969556,0,0,0.177112405404162,0,0
"eddyflux","i10",37,"2024-06-27",0.00032720168323532,0,0,0.385187562031893,0,0
"eddyflux","i10",37,"2024-07-16",0.000386840919649537,6.50962847455598e-07,0,0.455395917467872,0.000656849901186644,0
"eddyflux","i10",37,"2024-07-29",0.000355884184203073,0,0,0.418953105385778,0,0
"eddyflux","i10",37,"2024-09-20",0.000407350831529461,0,0,0.47954054556514,0,0
"eddyflux","i10",37,"2024-10-07",-7.86454318616823e-05,0,0,-0.0925827821672915,0,0
"eddyflux","i10",37,"2024-10-28",0.000151045132267726,0,0,0.177812979687966,0,0
"eddyflux","i10",40,"2024-05-29",0.000174510910624655,1.83123821699823e-07,0,0.205437305660598,0.000184779922016447,0
"eddyflux","i10",40,"2024-06-10",0.000292459072607029,0,0,0.34428795126519,0,0
"eddyflux","i10",40,"2024-06-27",0.000431022260551905,-1.91968142837591e-07,0,0.507406967109214,-0.000193704227740058,0
"eddyflux","i10",40,"2024-07-16",0.000470345759725348,-3.03830734050769e-07,0,0.553699280239793,-0.000306578460535455,0
"eddyflux","i10",40,"2024-07-29",0.000525917270697389,0,0,0.619119037919812,0,0
"eddyflux","i10",40,"2024-09-20",0.000254699526912593,5.44229903921951e-07,-5.81428781020498e-07,0.299836751608581,0.000549151706600789,-0.000248897513375723
"eddyflux","i10",40,"2024-10-07",0.000131601777061751,-1.7147000601954e-07,0,0.15492392081927,-0.000173020713779047,0
"eddyflux","i10",40,"2024-10-28",6.17040309914287e-05,0,0,0.0726390678376656,0,0
"eddyflux","i10",45,"2024-05-29",0.000168443405530198,0,3.09508426298205e-07,0.198294532213222,0,0.000132494090745296
"eddyflux","i10",45,"2024-06-10",0.000350305472271946,0,0,0.412385747825812,0,0
"eddyflux","i10",45,"2024-06-27",0.000526236842353013,6.77542666304326e-07,0,0.619495243279476,0.000683670097535157,0
"eddyflux","i10",45,"2024-07-16",0.000404820238406666,0,0,0.476561486943479,0,0
"eddyflux","i10",45,"2024-07-29",0.000469183328522403,0,0,0.552330845833634,0,0
"eddyflux","i10",45,"2024-09-20",9.45533121953837e-05,0,0,0.111309817988885,0,0
"eddyflux","i10",45,"2024-10-07",0,3.43783667577028e-07,0,0,0.000346892712787201,0
"eddyflux","i10",45,"2024-10-28",0.000121866048294228,0,0,0.143462850107513,0,0
"eddyflux","i10",46,"2024-05-29",0.000120962338533071,-2.94308909308916e-07,0,0.142398987121716,-0.000296970524129792,0
"eddyflux","i10",46,"2024-06-10",0.000298034121269861,0,0,0.350850996361449,0,0
"eddyflux","i10",46,"2024-06-27",0.000406293335968597,2.33270933304965e-07,0,0.478295643237863,0.00023538054451185,0
"eddyflux","i10",46,"2024-07-16",0.000342263348981347,-5.19274345468587e-07,0,0.402918419194627,-0.000523970459824231,0
"eddyflux","i10",46,"2024-07-29",0.000419379076414879,1.97099316557922e-07,4.34422983433794e-07,0.493700406471493,0.000198881805791316,0.000185967402817857
"eddyflux","i10",46,"2024-09-20",0.00015650979850778,0,0,0.184246080659548,0,0
"eddyflux","i10",46,"2024-10-07",6.30749865212046e-05,-1.63202127178803e-07,0,0.0742529807397846,-0.000164678063471447,0
"eddyflux","i10",46,"2024-10-28",0.000155696081389832,2.16044793460487e-07,0,0.183288158592195,0.000217998618187022,0
"eddyflux","i10",51,"2024-05-29",0.000207977608342682,3.61439661672641e-07,0,0.244834889364328,0.000364708380797111,0
"eddyflux","i10",51,"2024-06-10",0.000125091242178731,0,0,0.147259604932146,0,0
"eddyflux","i10",51,"2024-06-27",0.000373578170160535,3.1699738038197e-07,0,0.43978277608365,0.000319864180873279,0
"eddyflux","i10",51,"2024-07-16",0.000428285737547553,6.76600014714748e-07,0,0.504185484218088,0.000682718920972795,0
"eddyflux","i10",51,"2024-07-29",0.000529752979439519,0,0,0.623634501545905,0,0
"eddyflux","i10",51,"2024-09-20",3.92730112792523e-05,-2.77441463807557e-07,0,0.0462328778957617,-0.00027995053603962,0
"eddyflux","i10",51,"2024-10-07",3.48342650186817e-05,0,0,0.0410075079230842,0,0
"eddyflux","i10",51,"2024-10-28",2.49898026295701e-05,0,0,0.0294184340843367,0,0
"eddyflux","i10",52,"2024-05-29",0.000255660459575149,0,0,0.300967978397841,0,0
"eddyflux","i10",52,"2024-06-10",0.000322550451195235,0,0,0.379712050071655,0,0
"eddyflux","i10",52,"2024-06-27",0.000443609097655208,3.87770883551156e-07,0,0.522224412574577,0.000391277731961513,0
"eddyflux","i10",52,"2024-07-16",0.000310844446539493,5.20664187500611e-07,0,0.365931536017159,0.000525372871044731,0
"eddyflux","i10",52,"2024-07-29",0.00044129246304962,1.43044435751758e-07,5.82987704930381e-07,0.519497229673126,0.000144338073756583,0.00024956485613098
"eddyflux","i10",52,"2024-09-20",0.000230447850142632,0,0,0.271287252236084,0,0
"eddyflux","i10",52,"2024-10-07",0.000455527623927806,0,0,0.53625511080498,0,0
"eddyflux","i10",52,"2024-10-28",0.000938481659831112,0,0,1.10479707496495,0,0
"eddyflux","i10",57,"2024-05-29",0.00018209405133222,3.13118556791298e-07,0,0.214364311942504,0.000315950278717093,0
"eddyflux","i10",57,"2024-06-10",0.000251394148162823,0,0,0.295945601753768,0,0
"eddyflux","i10",57,"2024-06-27",0.000615246366976284,3.47507442097893e-07,-4.78954551822259e-07,0.724278817276551,0.000350650163670353,-0.000205030436847847
"eddyflux","i10",57,"2024-07-16",0.000498124569695704,6.77634606852626e-07,0,0.586400982696908,0.000683762869557865,0
"eddyflux","i10",57,"2024-07-29",0.000629008999705939,3.16614220485441e-07,0,0.740480429981775,0.000319477555828306,0
"eddyflux","i10",57,"2024-09-20",0.000128777917947269,0,0,0.151599624327047,0,0
"eddyflux","i10",57,"2024-10-07",0,-1.62475521537962e-07,0,0,-0.000163944886692997,0
"eddyflux","i10",57,"2024-10-28",7.96089500386891e-05,0,0,0.0937170526695241,0,0
"eddyflux","i10",60,"2024-05-29",0.000198013694775462,0,0,0.233105195503023,0,0
"eddyflux","i10",60,"2024-06-10",0.000292336597955246,3.05033999327253e-07,0,0.344143771956378,0.000307792607673112,0
"eddyflux","i10",60,"2024-06-27",0.000491299432499031,0,0,0.578366311446672,0,0
"eddyflux","i10",60,"2024-07-16",0.000816100324859987,6.57853274392953e-07,0,0.960727620341049,0.000663802642453871,0
"eddyflux","i10",60,"2024-07-29",0.000724313517913457,0,0,0.852674580867535,0,0
"eddyflux","i10",60,"2024-09-20",0.000334491446847408,0,0,0.393769199649904,0,0
"eddyflux","i10",60,"2024-10-07",0.000247504358985319,0,0,0.291366473690348,0,0
"eddyflux","i10",60,"2024-10-28",0.00023090241010471,-5.54533176832233e-07,0,0.271822368198383,-0.000559548158286887,0
"eddyflux","i10",61,"2024-05-29",0.000168028346731311,3.54577321342519e-07,0,0.197805917713252,0.000357783980141425,0
"eddyflux","i10",61,"2024-06-10",0.000264589198386255,0,0,0.311479046374823,0,0
"eddyflux","i10",61,"2024-06-27",0.000493395509184553,0,0,0.580833849695085,0,0
"eddyflux","i10",61,"2024-07-16",0.000595220775393971,0,0,0.700704339530696,0,0
"eddyflux","i10",61,"2024-07-29",0.000385162754681766,0,-3.46428785621856e-07,0.453420352225568,0,-0.000148298925195469
"eddyflux","i10",61,"2024-09-20",0.00036594073198278,2.30302705827192e-07,0,0.430791849867226,0.000232385473544135,0
"eddyflux","i10",61,"2024-10-07",0.00020495005819863,0,0,0.241270804218476,0,0
"eddyflux","i10",61,"2024-10-28",0.000315126663365258,0,0,0.370972636792983,0,0
"eddyflux","i10",64,"2024-05-29",0.000139979378124736,-2.7616401885432e-07,0,0.164786179769833,-0.000278661538373186,0
"eddyflux","i10",64,"2024-06-10",0.000249272452904958,4.30184644715954e-07,-1.35919792578753e-07,0.293447904872533,0.000434075066615779,-5.81844234336296e-05
"eddyflux","i10",64,"2024-06-27",0.000398379069757662,3.16315965500464e-07,0,0.468978830204022,0.00031917660354174,0
"eddyflux","i10",64,"2024-07-16",0.000503203431274917,-4.38551107431629e-07,0,0.592379907653072,-0.000442517192352376,0
"eddyflux","i10",64,"2024-07-29",0.0004485950408616,3.96228218407895e-07,0,0.528093952392067,0.000399811551651323,0
"eddyflux","i10",64,"2024-09-20",0.000182340608724719,0,0,0.214654563630631,0,0
"eddyflux","i10",64,"2024-10-07",7.09905117598522e-05,-3.07565567425977e-07,0,0.0835712759231374,-0.000310347070284909,0
"eddyflux","i10",64,"2024-10-28",0.000177837055924205,-3.62919861166121e-07,0,0.209352902262147,-0.000366201966636656,0
"eddyflux","v08",1,"2024-05-29",0.000258627918878942,9.06120091900542e-07,0,0.304461323552287,0.00091431468808779,0
"eddyflux","v08",1,"2024-06-10",0.000314387644730471,0,0,0.37010265109054,0,0
"eddyflux","v08",1,"2024-06-27",0.000272632449835363,0,0,0.320947703093998,0,0
"eddyflux","v08",1,"2024-07-16",0.000349807615945179,0,0,0.411799662623397,0,0
"eddyflux","v08",1,"2024-08-19",0.000953608606928563,4.63273430080399e-07,0,1.1226047824799,0.000467463094030822,0
"eddyflux","v08",1,"2024-09-06",0.000291524127837357,0,0,0.343187317879373,0,0
"eddyflux","v08",1,"2024-10-07",7.09135477484803e-05,0,0,0.08348067253867,0,0
"eddyflux","v08",1,"2024-10-28",0.000231107298153316,-2.34208054903063e-07,0,0.27206356600382,-0.000236326141071647,0
"eddyflux","v08",4,"2024-05-29",0.000289851503561383,0,0,0.341218275236659,0,0
"eddyflux","v08",4,"2024-06-10",0.000375006753960891,0,0,0.441464529996945,0,0
"eddyflux","v08",4,"2024-06-27",0.00043060698421137,5.25413459225332e-07,0,0.506918096515401,0.0005301650933279,0
"eddyflux","v08",4,"2024-07-16",0.000608719523199732,3.04840530070505e-07,0,0.716595302273833,0.000307597388755974,0
"eddyflux","v08",4,"2024-08-19",0.000399596989601542,9.84970177794461e-07,0,0.470412586811798,0.000993877863360264,0
"eddyflux","v08",4,"2024-10-07",3.94749758002749e-05,0,0,0.0464706340732374,0,0
"eddyflux","v08",4,"2024-10-28",0.000333289230270037,0,0,0.392353929202965,0,0
"eddyflux","v08",5,"2024-06-10",0.000358013614254529,0,0,0.421459907801729,0,0
"eddyflux","v08",5,"2024-06-27",0.000407948845234749,5.16585399923033e-07,0,0.480244537790742,0.000521257196505446,0
"eddyflux","v08",5,"2024-07-16",0.000414856974230247,0,0,0.488376908442589,0,0
"eddyflux","v08",5,"2024-08-19",0.000562241422864991,4.32880417379706e-07,0,0.661880467133645,0.000436795218794553,0
"eddyflux","v08",5,"2024-09-06",0.000359310378487137,0,0,0.422986481407187,0,0
"eddyflux","v08",5,"2024-10-07",8.1384093303743e-05,3.94554402258379e-07,0,0.0958067824648066,0.000398122598162331,0
"eddyflux","v08",5,"2024-10-28",4.93697037879163e-05,0,0,0.0581188814564491,0,0
"eddyflux","v08",8,"2024-05-29",0.000185670035269521,0,0,0.218574022971659,0,0
"eddyflux","v08",8,"2024-06-10",0.00032149357761733,0,0,0.378467879953629,0,0
"eddyflux","v08",8,"2024-06-27",0.000350865310023304,3.99583450236467e-07,0,0.413044798648677,0.000403197126886023,0
"eddyflux","v08",8,"2024-07-16",0.000303839188253374,0,0,0.357684823060327,0,0
"eddyflux","v08",8,"2024-08-19",0.000448353532228332,0,0,0.527809644191881,0,0
"eddyflux","v08",8,"2024-10-07",0.000100119463077178,0,0,0.117862388461202,0,0
"eddyflux","v08",8,"2024-10-28",8.15092237034542e-05,0,0,0.0959540881666731,0,0
"eddyflux","v08",13,"2024-05-29",0.000208398536521482,0,0,0.245330413401306,0,0
"eddyflux","v08",13,"2024-06-10",0.000292989017382894,0,0,0.344911811552853,0,0
"eddyflux","v08",13,"2024-06-27",0.000345009112933067,2.88650178432205e-07,0,0.406150780691121,0.00029126061790129,0
"eddyflux","v08",13,"2024-07-16",0.000191942114805182,0,0,0.225957625040338,0,0
"eddyflux","v08",13,"2024-08-19",0.000419118979984699,9.13608283255571e-07,0,0.493394216390673,0.0009218705997206,0
"eddyflux","v08",13,"2024-09-06",0.000236639144851045,0,0,0.278575752988812,0,0
"eddyflux","v08",13,"2024-10-07",0.000145836145826196,0,0,0.171680869460931,0,0
"eddyflux","v08",13,"2024-10-28",4.76363982194164e-05,0,0,0.0560784037315634,0,0
"eddyflux","v08",14,"2024-05-29",0.000269781951227365,3.94807015039729e-07,0,0.317592046122636,0.000398377495475006,0
"eddyflux","v08",14,"2024-06-10",0.000314387911485872,3.17815982623695e-07,-3.82385046253149e-07,0.370102965119678,0.000320690186233938,-0.000163691049138337
"eddyflux","v08",14,"2024-06-27",0.000285233913545743,3.97170057156556e-07,0,0.335782367257824,0.000400761908021751,0
"eddyflux","v08",14,"2024-07-16",0.000220565865020097,0,0,0.25965400597724,0,0
"eddyflux","v08",14,"2024-08-19",0.000493381146919076,5.05666747554174e-07,2.67649590994402e-07,0.580816942184189,0.000510239800109309,0.000114575197907493
"eddyflux","v08",14,"2024-10-07",0.000111635083118421,0,0,0.131418778407343,0,0
"eddyflux","v08",14,"2024-10-28",6.71126938489717e-05,0,0,0.0790062406448151,0,0
"eddyflux","v08",19,"2024-05-29",0.00027400187806487,5.73364098384882e-07,0,0.322559818031445,0.000578549379338839,0
"eddyflux","v08",19,"2024-06-10",0.00033271985750568,2.5151142106308e-07,5.48940849945669e-07,0.391683653595513,0.000253785992116647,0.000234990108852242
"eddyflux","v08",19,"2024-06-27",0.000285493692531732,0,0,0.336088183637774,0,0
"eddyflux","v08",19,"2024-07-16",0.00023924309975739,0,0,0.28164117438915,0,0
"eddyflux","v08",19,"2024-08-19",0.000578160624233933,1.12825940471631e-06,0,0.680620830276543,0.00113846294208267,0
"eddyflux","v08",19,"2024-09-06",0.000203203850248941,0,0,0.239215137584092,0,0
"eddyflux","v08",19,"2024-10-07",7.64926508336549e-05,0,0,0.0900484905720432,0,0
"eddyflux","v08",19,"2024-10-28",0,0,0,0,0,0
"eddyflux","v08",20,"2024-05-29",0.000280627872276843,-3.22031984579983e-07,0,0.330360054666266,-0.000324944316065179,0
"eddyflux","v08",20,"2024-06-10",0.000425200935318399,0,0,0.500554000913206,0,0
"eddyflux","v08",20,"2024-06-27",0.00030426977240475,0,0,0.358191714277628,0,0
"eddyflux","v08",20,"2024-07-16",0.000434770253156904,0,0,0.511819169759759,0,0
"eddyflux","v08",20,"2024-08-19",0.000558366918728194,0,0,0.657319332888312,0,0
"eddyflux","v08",20,"2024-09-06",0.000315239897738101,0,0,0.371105938283312,0,0
"eddyflux","v08",20,"2024-10-07",0.000136277017839675,0,0,0.160427696286909,0,0
"eddyflux","v08",20,"2024-10-28",6.88303596116359e-05,0,0,0.0810283069158814,0,0
"eddyflux","v08",25,"2024-05-29",0.000319778682369974,4.11936441163472e-07,0,0.376449075181791,0.000415661833437984,0
"eddyflux","v08",25,"2024-06-10",0.000377994184950629,0,0,0.444981386170475,0,0
"eddyflux","v08",25,"2024-06-27",0.000357411293994299,-5.59179048322025e-07,0,0.420750845824094,-0.00056423604522379,0
"eddyflux","v08",25,"2024-07-16",0.000317046903328752,5.01199627782629e-07,0,0.37323317696729,0.000505732281451375,0
"eddyflux","v08",25,"2024-08-19",0.000440461305217401,6.15407452780878e-07,0,0.518518776090949,0.000620972957410164,0
"eddyflux","v08",25,"2024-10-07",1.8266080010586e-05,0,0,0.0215031498542047,0,0
"eddyflux","v08",25,"2024-10-28",8.93351598432713e-05,0,0,0.105166917491104,0,0
"eddyflux","v08",28,"2024-05-29",0.000307379020823546,4.91928752660249e-07,0,0.361851976065849,0.000496377564155524,0
"eddyflux","v08",28,"2024-06-10",0.000398805086808841,0,0,0.469480344950845,0,0
"eddyflux","v08",28,"2024-07-16",0.000267456531777364,-5.43344751930938e-07,0,0.314854521548219,-0.000548258549640903,0
"eddyflux","v08",28,"2024-08-19",0.000480841962533328,4.18912268986349e-07,0,0.566055594333967,0.000422700747922983,0
"eddyflux","v08",28,"2024-09-06",0.000334342359000385,4.45420905149105e-07,0,0.393593690820746,0.000449449117837116,0
"eddyflux","v08",28,"2024-10-07",0.000104894804063129,0,0,0.123484003649919,0,0
"eddyflux","v08",28,"2024-10-28",0.000166225779471725,0,0,0.195683903910471,0,0
"eddyflux","v08",29,"2024-05-29",0.000318499522816681,1.63554808463848e-06,0,0.374943226113684,0.00165033934268279,0
"eddyflux","v08",29,"2024-06-10",0.000259416756590212,-2.55156196485061e-07,0,0.305389957145607,-0.000257463729463922,0
"eddyflux","v08",29,"2024-06-27",0.000341785594717458,1.8814390468045e-07,0,0.402355998493308,0.000189845404666743,0
"eddyflux","v08",29,"2024-07-16",0.00050092917918415,3.38315587559356e-07,-5.38642418308391e-07,0.589702618191641,0.000341375181589641,-0.000230581565433236
"eddyflux","v08",29,"2024-08-19",0.000522110755093033,6.07300613603826e-07,0,0.61463794096768,0.000612792803146068,0
"eddyflux","v08",29,"2024-09-06",0.000236702663558396,0,0,0.278650528325497,0,0
"eddyflux","v08",29,"2024-10-07",0.000116770347991406,0,0,0.137464102310492,0,0
"eddyflux","v08",29,"2024-10-28",8.21116681544923e-05,0,2.94977794281812e-07,0.0966632963439064,0,0.000126273830767264
"eddyflux","v08",32,"2024-05-29",0.00058516819853435,2.67340284448313e-06,0,0.68887026968604,0.00269758005559697,0
"eddyflux","v08",32,"2024-06-10",0.000374819009659957,0,0,0.441243514112041,0,0
"eddyflux","v08",32,"2024-06-27",0.000357703488489267,0,0,0.421094822309921,0,0
"eddyflux","v08",32,"2024-07-16",0.000372239171973528,-4.98140238654241e-07,0,0.438206483926108,-0.000502645224402685,0
"eddyflux","v08",32,"2024-08-19",0.0005776074807331,9.40806545826431e-07,0,0.679969660042842,0.000949314832754708,0
"eddyflux","v08",32,"2024-09-06",0.000335914550557626,0,0,0.395444502304944,0,0
"eddyflux","v08",32,"2024-10-07",0.000196426176188676,0,0,0.231236340770743,0,0
"eddyflux","v08",32,"2024-10-28",0.00032302844348959,0,0,0.380274750986615,0,0
"eddyflux","v08",5,"2024-05-29",0.000264723904448181,0,0,0.311637624714248,0,0
