site,plot,date,slope_CO2_ugcm3,slope_N2O_ugcm3,slope_CH4_ugcm3,co2.e,co2.e.area,co2.e.gmd,co2.e.gmhr,n2o.e,n2o.e.area,n2o.e.gmhr,ch4.e,ch4.e.area,ch4.e.gmhr
r100,1210,2023-06-14,6.36E-05,1.17E-07,0,2.33E-04,0.002078846023,1.796122964,0.07483845682,3.67E-07,3.27E-06,1.18E-04,0,0,0
r100,1210,2023-06-27,1.31E-04,0,0,4.82E-04,0.004294892528,3.710787144,0.154616131,0,0,0,0,0,0
r100,1210,2023-07-10,1.01E-04,-6.72E-08,0,3.69E-04,0.003288443708,2.841215364,0.1183839735,-2.11E-07,-1.88E-06,-6.78E-05,0,0,0
r100,1210,2023-07-24,7.72E-05,0,0,2.83E-04,0.002524200614,2.18090933,0.0908712221,0,0,0,0,0,0
r100,1210,2023-08-07,4.83E-05,0,0,1.77E-04,0.001578277373,1.36363165,0.05681798541,0,0,0,0,0,0
r100,1210,2023-08-21,3.15E-05,0,0,1.15E-04,0.001029851314,0.8897915357,0.03707464732,0,0,0,0,0,0
r100,1301,2022-09-02,1.54E-04,0,0,5.66E-04,0.00504872231,4.362096076,0.1817540032,0,0,0,0,0,0
r100,1301,2022-09-08,1.39E-04,2.27E-07,0,5.11E-04,0.004554859085,3.935398249,0.163974927,7.13E-07,6.36E-06,2.29E-04,0,0,0
r100,1301,2022-09-15,6.88E-05,0,0,2.52E-04,0.002248544031,1.942742043,0.08094758513,0,0,0,0,0,0
r100,1301,2022-09-27,4.37E-05,0,0,1.60E-04,0.001429348326,1.234956954,0.05145653975,0,0,0,0,0,0
r100,1301,2022-10-11,6.14E-05,1.47E-07,0,2.25E-04,0.002006714887,1.733801662,0.07224173593,4.63E-07,4.13E-06,1.49E-04,0,0,0
r100,1301,2022-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0
r100,1301,2023-05-17,2.35E-05,-1.55E-07,0,8.63E-05,7.70E-04,0.6652069128,0.0277169547,-4.87E-07,-4.34E-06,-1.56E-04,0,0,0
r100,1301,2023-05-31,7.58E-05,0,0,2.78E-04,0.002477857748,2.140869094,0.08920287893,0,0,0,0,0,0
r100,1301,2023-06-14,1.60E-04,0,0,5.86E-04,0.005223023442,4.512692254,0.1880288439,0,0,0,0,0,0
r100,1301,2023-06-28,9.39E-05,0,0,3.44E-04,0.003069721553,2.652239422,0.1105099759,0,0,0,0,0,0
r100,1301,2023-07-10,8.23E-05,1.24E-07,0,3.02E-04,0.002690439244,2.324539507,0.09685581278,3.89E-07,3.47E-06,1.25E-04,0,0,0
r100,1301,2023-07-25,1.37E-04,1.97E-07,0,5.04E-04,0.004491606297,3.880747841,0.1616978267,6.19E-07,5.52E-06,1.99E-04,0,0,0
r100,1301,2023-08-07,4.70E-05,0,0,1.72E-04,0.001536736258,1.327740127,0.05532250528,0,0,0,0,0,0
r100,1301,2023-08-21,6.25E-05,0,0,2.29E-04,0.002042379203,1.764615631,0.0735256513,0,0,0,0,0,0
r100,1302,2023-05-17,4.71E-05,2.34E-07,0,1.73E-04,0.001540305792,1.330824204,0.0554510085,7.36E-07,6.57E-06,2.36E-04,0,0,0
r100,1302,2023-05-31,1.09E-05,0,0,4.00E-05,3.57E-04,0.3082403146,0.01284334644,0,0,0,0,0,0
r100,1302,2023-06-14,2.33E-05,1.68E-07,0,8.54E-05,7.61E-04,0.6579084556,0.02741285232,5.28E-07,4.71E-06,1.70E-04,0,0,0
r100,1302,2023-06-27,1.12E-04,0,0,4.09E-04,0.003650839582,3.154325399,0.1314302249,0,0,0,0,0,0
r100,1302,2023-07-10,2.74E-05,7.65E-08,0,1.00E-04,8.96E-04,0.7737924222,0.03224135092,2.40E-07,2.14E-06,7.72E-05,0,0,0
r100,1302,2023-07-25,0,-1.52E-07,0,0,0,0,0,-4.77E-07,-4.25E-06,-1.53E-04,0,0,0
r100,1302,2023-08-07,2.94E-05,0,-3.10E-07,1.08E-04,9.63E-04,0.8318303281,0.034659597,0,0,0,-4.14E-07,-3.69E-06,-1.33E-04
r100,1302,2023-08-21,3.86E-05,0,0,1.42E-04,0.001262620077,1.090903747,0.04545432277,0,0,0,0,0,0
r100,1303,2023-05-17,1.83E-05,1.78E-07,-1.52E-07,6.70E-05,5.98E-04,0.5166049911,0.02152520796,5.60E-07,4.99E-06,1.80E-04,-2.03E-07,-1.81E-06,-6.53E-05
r100,1303,2023-05-31,9.33E-05,-1.25E-07,0,3.42E-04,0.003050909277,2.635985615,0.109832734,-3.91E-07,-3.49E-06,-1.26E-04,0,0,0
r100,1303,2023-06-14,6.44E-05,0,0,2.36E-04,0.002105953705,1.819544001,0.07581433339,0,0,0,0,0,0
r100,1303,2023-06-27,6.56E-05,-2.26E-07,0,2.41E-04,0.002145336983,1.853571153,0.07723213137,-7.11E-07,-6.34E-06,-2.28E-04,0,0,0
r100,1303,2023-07-10,4.52E-05,0,2.33E-07,1.66E-04,0.001477072409,1.276190561,0.05317460671,0,0,0,3.10E-07,2.77E-06,9.97E-05
r100,1303,2023-07-25,3.48E-05,0,0,1.28E-04,0.001138684682,0.9838235657,0.04099264857,0,0,0,0,0,0
r100,1303,2023-08-07,4.49E-05,0,0,1.65E-04,0.001467407045,1.267839687,0.05282665363,0,0,0,0,0,0
r100,1303,2023-08-21,5.90E-05,0,0,2.16E-04,0.001930359919,1.66783097,0.06949295708,0,0,0,0,0,0
r100,1304,2022-09-27,7.81E-05,0,0,2.86E-04,0.002553595223,2.206306273,0.09192942804,0,0,0,0,0,0
r100,1304,2022-10-11,9.78E-05,0,0,3.59E-04,0.003197631751,2.762753833,0.115114743,0,0,0,0,0,0
r100,1304,2022-10-27,1.80E-05,0,1.54E-07,6.60E-05,5.89E-04,0.508612854,0.02119220225,0,0,0,2.05E-07,1.83E-06,6.58E-05
r100,1304,2023-05-17,6.36E-05,0,0,2.33E-04,0.002080833876,1.797840469,0.07491001953,0,0,0,0,0,0
r100,1304,2023-05-31,1.16E-04,0,0,4.25E-04,0.003791951326,3.276245946,0.1365102477,0,0,0,0,0,0
r100,1304,2023-06-14,2.01E-05,0,0,7.37E-05,6.57E-04,0.567706659,0.02365444412,0,0,0,0,0,0
r100,1304,2023-06-27,5.26E-05,-2.91E-07,1.56E-07,1.93E-04,0.001719981438,1.486063962,0.06191933175,-9.13E-07,-8.15E-06,-2.93E-04,2.08E-07,1.85E-06,6.67E-05
r100,1304,2023-07-10,3.94E-05,1.75E-07,0,1.44E-04,0.001287720836,1.112590802,0.04635795008,5.49E-07,4.89E-06,1.76E-04,0,0,0
r100,1304,2023-07-24,3.30E-05,0,0,1.21E-04,0.001079360024,0.932567061,0.03885696088,0,0,0,0,0,0
r100,1304,2023-08-08,4.78E-05,-1.10E-07,1.47E-07,1.75E-04,0.001563790955,1.351115385,0.05629647437,-3.47E-07,-3.10E-06,-1.11E-04,1.96E-07,1.74E-06,6.28E-05
r100,1304,2023-08-21,5.58E-05,1.83E-07,0,2.05E-04,0.001825908937,1.577585322,0.06573272173,5.77E-07,5.14E-06,1.85E-04,0,0,0
r100,1305,2022-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0
r100,1305,2022-10-11,7.78E-05,-2.19E-07,0,2.85E-04,0.002544030941,2.198042733,0.09158511388,-6.89E-07,-6.14E-06,-2.21E-04,0,0,0
r100,1305,2022-10-27,1.66E-05,-1.05E-07,0,6.09E-05,5.43E-04,0.4695647305,0.01956519711,-3.28E-07,-2.93E-06,-1.05E-04,0,0,0
r100,1305,2023-05-17,2.19E-05,0,0,8.03E-05,7.16E-04,0.618429418,0.02576789242,0,0,0,0,0,0
r100,1305,2023-05-31,3.40E-05,0,0,1.24E-04,0.001110297754,0.9592972598,0.03997071916,0,0,0,0,0,0
r100,1305,2023-06-14,4.23E-05,0,0,1.55E-04,0.001384283879,1.196021271,0.04983421964,0,0,0,0,0,0
r100,1305,2023-06-27,7.88E-05,0,0,2.89E-04,0.002575982926,2.225649248,0.09273538534,0,0,0,0,0,0
r100,1305,2023-07-10,3.52E-05,0,0,1.29E-04,0.001150189042,0.9937633319,0.04140680549,0,0,0,0,0,0
r100,1305,2023-07-24,5.77E-05,0,0,2.12E-04,0.001887832217,1.631087036,0.06796195982,0,0,0,0,0,0
r100,1305,2023-08-07,6.22E-05,0,0,2.28E-04,0.002032407805,1.756000343,0.07316668097,0,0,0,0,0,0
r100,1305,2023-08-21,5.59E-05,-3.98E-08,0,2.05E-04,0.001828867133,1.580141203,0.06583921679,-1.25E-07,-1.12E-06,-4.02E-05,0,0,0
r100,1306,2023-05-17,4.59E-06,1.50E-07,0,1.68E-05,1.50E-04,0.1297840913,0.00540767047,4.70E-07,4.19E-06,1.51E-04,0,0,0
r100,1306,2023-05-31,4.68E-05,1.59E-07,2.28E-07,1.72E-04,0.001530688287,1.32251468,0.05510477834,4.99E-07,4.45E-06,1.60E-04,3.04E-07,2.71E-06,9.76E-05
r100,1306,2023-06-14,4.41E-05,1.28E-07,0,1.62E-04,0.001440547148,1.244632736,0.05185969732,4.03E-07,3.59E-06,1.29E-04,0,0,0
r100,1306,2023-06-27,9.16E-05,-2.11E-07,0,3.36E-04,0.002996096698,2.588627547,0.1078594811,-6.63E-07,-5.91E-06,-2.13E-04,0,0,0
r100,1306,2023-07-10,1.03E-04,0,0,3.77E-04,0.003363469858,2.906037957,0.1210849149,0,0,0,0,0,0
r100,1306,2023-07-24,7.70E-05,0,0,2.82E-04,0.00251874886,2.176199015,0.09067495897,0,0,0,0,0,0
r100,1306,2023-08-07,4.24E-05,1.21E-07,0,1.55E-04,0.001386688066,1.198098489,0.04992077037,3.80E-07,3.39E-06,1.22E-04,0,0,0
r100,1306,2023-08-21,3.36E-05,0,0,1.23E-04,0.001098884489,0.9494361985,0.0395598416,0,0,0,0,0,0
r100,1307,2022-09-02,2.38E-04,4.03E-07,0,8.72E-04,0.007772829249,6.715724471,0.279821853,1.27E-06,1.13E-05,4.06E-04,0,0,0
r100,1307,2022-09-08,1.12E-04,2.26E-07,0,4.11E-04,0.00366531094,3.166828652,0.1319511939,7.09E-07,6.32E-06,2.28E-04,0,0,0
r100,1307,2022-09-15,1.34E-04,-1.70E-07,0,4.93E-04,0.004393663749,3.796125479,0.158171895,-5.33E-07,-4.76E-06,-1.71E-04,0,0,0
r100,1307,2022-09-27,5.13E-05,0,0,1.88E-04,0.001678697238,1.450394413,0.06043310056,0,0,0,0,0,0
r100,1307,2022-10-11,4.98E-05,-1.82E-07,0,1.83E-04,0.00162788441,1.406492131,0.05860383877,-5.72E-07,-5.10E-06,-1.84E-04,0,0,0
r100,1307,2022-10-27,0,-4.66E-07,0,0,0,0,0,-1.47E-06,-1.31E-05,-4.71E-04,0,0,0
r100,1307,2023-05-17,4.89E-05,0,0,1.79E-04,0.001598069056,1.380731664,0.05753048602,0,0,0,0,0,0
r100,1307,2023-05-31,8.56E-05,-2.00E-07,0,3.14E-04,0.002798292755,2.417724941,0.1007385392,-6.30E-07,-5.62E-06,-2.02E-04,0,0,0
r100,1307,2023-06-14,1.00E-04,0,0,3.68E-04,0.003277865206,2.832075538,0.1180031474,0,0,0,0,0,0
r100,1307,2023-06-28,6.96E-05,4.03E-07,0,2.55E-04,0.002277228725,1.967525618,0.08198023409,1.27E-06,1.13E-05,4.07E-04,0,0,0
r100,1307,2023-07-10,7.01E-05,0,0,2.57E-04,0.002292226673,1.980483845,0.08252016021,0,0,0,0,0,0
r100,1307,2023-07-24,5.45E-05,-1.68E-07,0,2.00E-04,0.00178354025,1.540978776,0.06420744899,-5.27E-07,-4.70E-06,-1.69E-04,0,0,0
r100,1307,2023-08-07,2.90E-05,0,0,1.07E-04,9.50E-04,0.8206525024,0.03419385426,0,0,0,0,0,0
r100,1307,2023-08-21,4.69E-05,0,0,1.72E-04,0.001534837851,1.326099903,0.05525416263,0,0,0,0,0,0
r100,1308,2023-05-16,3.62E-05,-5.20E-07,0,1.33E-04,0.001182154051,1.0213811,0.04255754584,-1.63E-06,-1.46E-05,-5.25E-04,0,0,0
r100,1308,2023-05-31,2.83E-05,0,0,1.04E-04,9.26E-04,0.8004615563,0.03335256485,0,0,0,0,0,0
r100,1308,2023-06-14,5.30E-05,1.11E-07,0,1.94E-04,0.001734181191,1.498332549,0.06243052287,3.48E-07,3.10E-06,1.12E-04,0,0,0
r100,1308,2023-06-27,8.40E-05,0,0,3.08E-04,0.002748379329,2.37459974,0.09894165583,0,0,0,0,0,0
r100,1308,2023-07-10,6.71E-05,2.72E-07,0,2.46E-04,0.002193323312,1.895031342,0.07895963924,8.54E-07,7.62E-06,2.74E-04,0,0,0
r100,1308,2023-07-24,5.59E-05,0,0,2.05E-04,0.001829155992,1.580390777,0.06584961572,0,0,0,0,0,0
r100,1308,2023-08-07,6.64E-05,-9.14E-08,0,2.43E-04,0.002169996386,1.874876877,0.07811986988,-2.87E-07,-2.56E-06,-9.22E-05,0,0,0
r100,1308,2023-08-21,2.13E-05,0,0,7.80E-05,6.96E-04,0.6013812283,0.02505755118,0,0,0,0,0,0
r100,1309,2022-09-27,0,-4.30E-07,0,0,0,0,0,-1.35E-06,-1.21E-05,-4.34E-04,0,0,0
r100,1309,2022-10-11,9.89E-05,5.02E-07,0,3.63E-04,0.003234682087,2.794765323,0.1164485551,1.58E-06,1.41E-05,5.07E-04,0,0,0
r100,1309,2022-10-27,1.70E-05,0,0,6.22E-05,5.55E-04,0.4793000723,0.01997083635,0,0,0,0,0,0
r100,1309,2023-05-16,1.78E-05,0,0,6.51E-05,5.81E-04,0.501952204,0.02091467517,0,0,0,0,0,0
r100,1309,2023-05-31,4.08E-05,-1.48E-07,0,1.50E-04,0.001333695484,1.152312898,0.04801303743,-4.66E-07,-4.15E-06,-1.50E-04,0,0,0
r100,1309,2023-06-14,3.70E-05,0,0,1.36E-04,0.001208671739,1.044292383,0.04351218261,0,0,0,0,0,0
r100,1309,2023-06-27,9.42E-05,0,0,3.46E-04,0.003081505295,2.662420575,0.1109341906,0,0,0,0,0,0
r100,1309,2023-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0
r100,1309,2023-07-24,1.07E-04,0,0,3.93E-04,0.003504172505,3.027605045,0.1261502102,0,0,0,0,0,0
r100,1309,2023-08-07,3.72E-05,0,0,1.36E-04,0.001217208485,1.051668131,0.04381950547,0,0,0,0,0,0
r100,1309,2023-08-21,2.83E-05,0,0,1.04E-04,9.24E-04,0.7981758518,0.03325732716,0,0,0,0,0,0
r100,1310,2023-05-16,6.69E-06,0,1.81E-07,2.45E-05,2.19E-04,0.1890915837,0.007878815987,0,0,0,2.41E-07,2.15E-06,7.73E-05
r100,1310,2023-05-31,2.51E-05,-1.59E-07,0,9.21E-05,8.22E-04,0.7099727614,0.02958219839,-4.99E-07,-4.45E-06,-1.60E-04,0,0,0
r100,1310,2023-06-14,4.55E-05,-1.34E-07,0,1.67E-04,0.001488732861,1.286265192,0.05359438301,-4.20E-07,-3.74E-06,-1.35E-04,0,0,0
r100,1310,2023-06-28,4.41E-05,0,0,1.62E-04,0.001443617277,1.247285328,0.05197022198,0,0,0,0,0,0
r100,1310,2023-07-10,9.95E-05,0,0,3.65E-04,0.00325421728,2.81164373,0.1171518221,0,0,0,0,0,0
r100,1310,2023-07-24,9.18E-05,1.39E-07,0,3.36E-04,0.003000989855,2.592855234,0.1080356348,4.38E-07,3.90E-06,1.40E-04,0,0,0
r100,1310,2023-08-07,3.50E-05,0,0,1.28E-04,0.001145359177,0.9895903286,0.04123293036,0,0,0,0,0,0
r100,1310,2023-08-21,6.00E-05,0,3.91E-07,2.20E-04,0.001961582879,1.694807608,0.07061698365,0,0,0,5.21E-07,4.65E-06,1.67E-04
r100,1401,2023-05-17,1.59E-05,0,0,5.84E-05,5.21E-04,0.4502025356,0.01875843898,0,0,0,0,0,0
r100,1401,2023-06-01,6.15E-05,0,0,2.25E-04,0.002010753014,1.737290604,0.07238710852,0,0,0,0,0,0
r100,1401,2023-06-15,6.25E-05,0,0,2.29E-04,0.002044942841,1.766830615,0.07361794228,0,0,0,0,0,0
r100,1401,2023-06-28,3.97E-05,0,0,1.46E-04,0.001298344867,1.121769965,0.04674041521,0,0,0,0,0,0
r100,1401,2023-07-11,2.46E-05,-2.13E-07,0,9.02E-05,8.04E-04,0.6950260616,0.02895941923,-6.69E-07,-5.97E-06,-2.15E-04,0,0,0
r100,1401,2023-07-25,9.59E-05,1.15E-07,0,3.52E-04,0.003135907954,2.709424473,0.1128926864,3.62E-07,3.23E-06,1.16E-04,0,0,0
r100,1401,2023-08-08,3.22E-05,0,1.66E-07,1.18E-04,0.001053824798,0.9105046257,0.03793769274,0,0,0,2.22E-07,1.98E-06,7.12E-05
r100,1401,2023-08-21,6.25E-05,2.01E-07,0,2.29E-04,0.002044850764,1.76675106,0.0736146275,6.32E-07,5.63E-06,2.03E-04,0,0,0
r100,1402,2023-05-17,1.31E-04,2.26E-07,0,4.79E-04,0.004271654368,3.690709374,0.1537795572,7.10E-07,6.33E-06,2.28E-04,0,0,0
r100,1402,2023-06-01,9.31E-05,0,0,3.41E-04,0.003042978408,2.629133345,0.1095472227,0,0,0,0,0,0
r100,1402,2023-06-15,4.02E-05,2.84E-07,0,1.47E-04,0.001313872204,1.135185584,0.04729939934,8.93E-07,7.96E-06,2.87E-04,0,0,0
r100,1402,2023-06-28,2.59E-05,0,0,9.51E-05,8.48E-04,0.7330421758,0.03054342399,0,0,0,0,0,0
r100,1402,2023-07-11,5.64E-05,0,0,2.07E-04,0.001845411303,1.594435366,0.06643480692,0,0,0,0,0,0
r100,1402,2023-07-25,1.33E-04,0,0,4.88E-04,0.004355833437,3.763440089,0.1568100037,0,0,0,0,0,0
r100,1402,2023-08-08,3.32E-05,0,0,1.22E-04,0.001084635497,0.9371250696,0.0390468779,0,0,0,0,0,0
r100,1402,2023-08-21,5.74E-05,0,-1.70E-07,2.10E-04,0.001876005455,1.620868713,0.06753619638,0,0,0,-2.27E-07,-2.02E-06,-7.28E-05
r100,1403,2023-05-17,2.44E-05,1.47E-07,0,8.95E-05,7.98E-04,0.689799493,0.02874164554,4.62E-07,4.12E-06,1.48E-04,0,0,0
r100,1403,2023-06-01,2.98E-05,-1.68E-07,1.72E-07,1.09E-04,9.74E-04,0.8414724217,0.0350613509,-5.29E-07,-4.72E-06,-1.70E-04,2.30E-07,2.05E-06,7.37E-05
r100,1403,2023-06-15,2.44E-05,0,0,8.95E-05,7.98E-04,0.6898644405,0.02874435169,0,0,0,0,0,0
r100,1403,2023-06-28,4.51E-05,0,0,1.65E-04,0.001473512587,1.273114875,0.05304645314,0,0,0,0,0,0
r100,1403,2023-07-11,4.01E-05,0,0,1.47E-04,0.001310111091,1.131935982,0.04716399926,0,0,0,0,0,0
r100,1403,2023-07-25,1.70E-04,0,0,6.25E-04,0.005575359907,4.817110959,0.2007129566,0,0,0,0,0,0
r100,1403,2023-08-08,2.76E-05,0,0,1.01E-04,9.04E-04,0.7806413705,0.03252672377,0,0,0,0,0,0
r100,1403,2023-08-21,3.60E-05,0,0,1.32E-04,0.001175951877,1.016022422,0.04233426757,0,0,0,0,0,0
r100,1404,2022-09-02,9.64E-05,-3.99E-07,0,3.54E-04,0.003153251511,2.724409306,0.1135170544,-1.25E-06,-1.12E-05,-4.03E-04,0,0,0
r100,1404,2022-09-08,2.76E-04,0,0,0.001012843459,0.009032856742,7.804388225,0.3251828427,0,0,0,0,0,0
r100,1404,2022-09-15,1.79E-04,1.17E-07,0,6.55E-04,0.005839893025,5.045667573,0.2102361489,3.66E-07,3.27E-06,1.18E-04,0,0,0
r100,1404,2022-09-27,6.43E-05,0,0,2.36E-04,0.002103521622,1.817442681,0.07572677839,0,0,0,0,0,0
r100,1404,2022-10-11,1.24E-04,2.40E-07,0,4.53E-04,0.004044103655,3.494105558,0.1455877316,7.53E-07,6.72E-06,2.42E-04,0,0,0
r100,1404,2022-10-27,2.78E-05,0,0,1.02E-04,9.09E-04,0.7851062065,0.0327127586,0,0,0,0,0,0
r100,1404,2023-05-17,8.18E-05,1.36E-07,0,3.00E-04,0.002676124426,2.312171504,0.09634047935,4.27E-07,3.80E-06,1.37E-04,0,0,0
r100,1404,2023-06-01,2.10E-04,-1.45E-07,0,7.69E-04,0.006856348886,5.923885437,0.2468285599,-4.57E-07,-4.07E-06,-1.47E-04,0,0,0
r100,1404,2023-06-15,2.85E-04,1.29E-07,0,0.001046516787,0.009333166075,8.063855489,0.3359939787,4.05E-07,3.62E-06,1.30E-04,0,0,0
r100,1404,2023-06-28,3.40E-05,-6.31E-07,0,1.25E-04,0.001111271007,0.96013815,0.04000575625,-1.98E-06,-1.77E-05,-6.37E-04,0,0,0
r100,1404,2023-07-11,6.56E-05,9.50E-08,0,2.41E-04,0.002146480199,1.854558892,0.07727328718,2.99E-07,2.66E-06,9.59E-05,0,0,0
r100,1404,2023-07-25,1.92E-04,0,0,7.04E-04,0.006279394972,5.425397256,0.226058219,0,0,0,0,0,0
r100,1404,2023-08-08,4.30E-05,0,0,1.58E-04,0.001407738051,1.216285676,0.05067856984,0,0,0,0,0,0
r100,1404,2023-08-21,6.13E-05,0,2.62E-07,2.25E-04,0.002004241462,1.731664623,0.07215269262,0,0,0,3.49E-07,3.11E-06,1.12E-04
r100,1405,2022-09-27,9.32E-05,0,0,3.42E-04,0.003048912652,2.634260531,0.1097608555,0,0,0,0,0,0
r100,1405,2022-10-11,9.47E-05,-2.50E-07,0,3.47E-04,0.003097857197,2.676548618,0.1115228591,-7.85E-07,-7.00E-06,-2.52E-04,0,0,0
r100,1405,2022-10-27,1.26E-05,1.06E-07,0,4.61E-05,4.11E-04,0.355325467,0.01480522779,3.33E-07,2.97E-06,1.07E-04,0,0,0
r100,1405,2023-05-16,-2.06E-05,-5.06E-07,0,-7.57E-05,-0.0006751375989,-0.5833188855,-0.02430495356,-1.59E-06,-1.42E-05,-5.10E-04,0,0,0
r100,1405,2023-06-01,5.98E-05,0,0,2.19E-04,0.001955002581,1.68912223,0.07038009293,0,0,0,0,0,0
r100,1405,2023-06-15,4.01E-05,0,0,1.47E-04,0.001312752061,1.13421778,0.04725907419,0,0,0,0,0,0
r100,1405,2023-06-28,3.02E-05,0,0,1.11E-04,9.88E-04,0.854042564,0.03558510683,0,0,0,0,0,0
r100,1405,2023-07-11,4.11E-05,0,0,1.51E-04,0.001345292785,1.162332966,0.04843054025,0,0,0,0,0,0
r100,1405,2023-07-25,9.09E-05,0,0,3.33E-04,0.002973619654,2.569207381,0.1070503076,0,0,0,0,0,0
r100,1405,2023-08-08,2.15E-05,0,0,7.88E-05,7.02E-04,0.6068893578,0.02528705657,0,0,0,0,0,0
r100,1405,2023-08-21,4.19E-05,3.04E-07,0,1.54E-04,0.001370157909,1.183816433,0.04932568471,9.55E-07,8.52E-06,3.07E-04,0,0,0
r100,1406,2022-09-27,4.29E-05,2.61E-07,0,1.57E-04,0.00140330231,1.212453196,0.05051888316,8.21E-07,7.32E-06,2.64E-04,0,0,0
r100,1406,2022-10-11,5.72E-05,0,0,2.10E-04,0.001871604496,1.617066285,0.06737776187,0,0,0,0,0,0
r100,1406,2022-10-27,9.32E-06,0,0,3.42E-05,3.05E-04,0.2634382063,0.01097659193,0,0,0,0,0,0
r100,1406,2023-05-17,6.13E-05,0,0,2.25E-04,0.002005380951,1.732649142,0.07219371424,0,0,0,0,0,0
r100,1406,2023-06-01,5.63E-05,-2.71E-07,0,2.06E-04,0.001841577334,1.591122817,0.06629678402,-8.52E-07,-7.60E-06,-2.73E-04,0,0,0
r100,1406,2023-06-15,1.77E-05,-9.48E-08,0,6.50E-05,5.80E-04,0.5009453298,0.02087272208,-2.98E-07,-2.66E-06,-9.56E-05,0,0,0
r100,1406,2023-06-28,5.78E-05,0,0,2.12E-04,0.001891558648,1.634306672,0.06809611132,0,0,0,0,0,0
r100,1406,2023-07-11,6.60E-05,1.04E-07,0,2.42E-04,0.002159777891,1.866048097,0.07775200406,3.28E-07,2.92E-06,1.05E-04,0,0,0
r100,1406,2023-07-25,1.85E-04,1.06E-07,0,6.80E-04,0.006060139491,5.23596052,0.2181650217,3.32E-07,2.96E-06,1.07E-04,0,0,0
r100,1406,2023-08-08,5.00E-05,0,0,1.83E-04,0.001634580767,1.412277783,0.05884490763,0,0,0,0,0,0
r100,1406,2023-08-21,6.59E-05,2.00E-07,0,2.42E-04,0.002155788937,1.862601641,0.07760840173,6.27E-07,5.59E-06,2.01E-04,0,0,0
r100,1407,2023-05-16,3.52E-05,0,0,1.29E-04,0.001152654394,0.9958933961,0.04149555817,0,0,0,0,0,0
r100,1407,2023-06-01,7.51E-05,0,0,2.75E-04,0.002454574401,2.120752283,0.08836467844,0,0,0,0,0,0
r100,1407,2023-06-15,4.19E-05,0,0,1.54E-04,0.001370764566,1.184340585,0.04934752436,0,0,0,0,0,0
r100,1407,2023-06-28,7.34E-05,3.52E-07,0,2.69E-04,0.002401181191,2.074620549,0.08644252289,1.11E-06,9.86E-06,3.55E-04,0,0,0
r100,1407,2023-07-11,6.46E-05,-1.69E-07,0,2.37E-04,0.002112838655,1.825492598,0.07606219158,-5.32E-07,-4.74E-06,-1.71E-04,0,0,0
r100,1407,2023-07-25,1.70E-04,0,0,6.24E-04,0.005564801472,4.807988471,0.200332853,0,0,0,0,0,0
r100,1407,2023-08-08,4.58E-05,0,0,1.68E-04,0.001496253352,1.292762896,0.05386512066,0,0,0,0,0,0
r100,1407,2023-08-21,5.59E-05,0,0,2.05E-04,0.001828259783,1.579616453,0.0658173522,0,0,0,0,0,0
r100,1408,2022-09-02,7.50E-05,-3.48E-07,0,2.75E-04,0.002452350206,2.118830578,0.08828460741,-1.09E-06,-9.75E-06,-3.51E-04,0,0,0
r100,1408,2022-09-08,1.12E-04,0,0,4.11E-04,0.003667114651,3.168387058,0.1320161274,0,0,0,0,0,0
r100,1408,2022-09-15,7.67E-05,0,0,2.81E-04,0.002509712164,2.168391309,0.09034963789,0,0,0,0,0,0
r100,1408,2022-09-27,1.01E-04,9.51E-07,-1.97E-07,3.69E-04,0.00329024304,2.842769987,0.1184487494,2.99E-06,2.67E-05,9.60E-04,-2.62E-07,-2.34E-06,-8.43E-05
r100,1408,2022-10-11,1.89E-05,1.88E-07,0,6.93E-05,6.18E-04,0.5339011473,0.02224588114,5.91E-07,5.27E-06,1.90E-04,0,0,0
r100,1408,2022-10-27,0,-3.90E-07,0,0,0,0,0,-1.22E-06,-1.09E-05,-3.93E-04,0,0,0
r100,1408,2023-05-17,2.35E-05,0,0,8.60E-05,7.67E-04,0.6630053344,0.02762522227,0,0,0,0,0,0
r100,1408,2023-06-01,3.05E-05,0,2.50E-07,1.12E-04,9.96E-04,0.860563639,0.03585681829,0,0,0,3.33E-07,2.97E-06,1.07E-04
r100,1408,2023-06-15,3.88E-05,2.22E-07,0,1.42E-04,0.001269899466,1.097193139,0.04571638078,6.97E-07,6.21E-06,2.24E-04,0,0,0
r100,1408,2023-06-28,4.95E-05,-5.87E-07,0,1.82E-04,0.00161875141,1.398601218,0.05827505076,-1.84E-06,-1.64E-05,-5.92E-04,0,0,0
r100,1408,2023-07-11,5.94E-05,0,0,2.18E-04,0.001941273923,1.677260669,0.06988586121,0,0,0,0,0,0
r100,1408,2023-07-25,1.63E-04,0,0,5.98E-04,0.00532934012,4.604549864,0.1918562443,0,0,0,0,0,0
r100,1408,2023-08-08,2.23E-05,0,0,8.17E-05,7.29E-04,0.629456706,0.02622736275,0,0,0,0,0,0
r100,1408,2023-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0
r100,1409,2023-05-17,2.01E-05,1.38E-07,0,7.38E-05,6.58E-04,0.5682902866,0.02367876194,4.33E-07,3.86E-06,1.39E-04,0,0,0
